date,time,open,high,low,close,prev,volume,tr_amount,sales_qu,purchase_qu,li_share,market_cap,fr_cu_holding,fr_cu_ratio,ad_pr_ratio,in_net_buy,up_do,up_do_ratio,deposit,st_turnover,tr_es_ratio,sign
20200908,0,981,984,915,932,-48,3685287,3481000000,2603778,1046247,91661000,85428000000,42558275,46.43000030517578,100.0,21078,0,0.0,0,0.0,0.0,53
20200907,0,961,1020,933,980,30,8363034,8206000000,4559511,3756996,91661000,89827000000,42441955,46.29999923706055,100.0,-77319,0,0.0,0,0.0,0.0,50
20200904,0,832,1060,828,950,56,28060884,27057000000,13550070,14415309,91661000,87077000000,42704121,46.59000015258789,100.0,64063,0,0.0,0,0.0,0.0,50
20200903,0,958,958,863,894,-29,7509602,6678000000,4669991,2806256,91661000,81944000000,42893931,46.79999923706055,100.0,-21941,0,0.0,0,0.0,0.0,53
20200902,0,745,950,745,923,188,38347296,34105000000,17567066,20560915,91661000,84603000000,42942673,46.849998474121094,100.0,21977,0,0.0,0,0.0,0.0,50
20200901,0,715,745,705,735,30,2228588,1619000000,843281,1349282,91661000,67370000000,43629029,47.599998474121094,100.0,12971,0,0.0,0,0.0,0.0,50
20200831,0,701,750,690,705,19,3172595,2291000000,1466593,1682972,91661000,64621000000,43501690,47.459999084472656,100.0,-471,0,0.0,0,0.0,0.0,50
20200828,0,673,693,660,686,13,938673,639000000,449235,454527,91661000,62879000000,43133201,47.06000137329102,100.0,-17679,0,0.0,0,0.0,0.0,50
20200827,0,705,705,666,673,-30,1027366,696000000,786596,237882,91661000,61687000000,43012787,46.93000030517578,100.0,13078,0,0.0,0,0.0,0.0,53
20200826,0,710,710,685,703,-2,654958,455000000,442396,212016,91661000,64437000000,43234558,47.16999816894531,100.0,6632,0,0.0,0,0.0,0.0,53
20200825,0,681,708,681,705,26,668651,469000000,227832,435826,91661000,64621000000,43253861,47.18999862670898,100.0,-3213,0,0.0,0,0.0,0.0,50
20200824,0,674,681,661,679,8,428678,288000000,250072,177060,91661000,62237000000,43000043,46.90999984741211,100.0,-9853,0,0.0,0,0.0,0.0,50
20200821,0,671,686,662,671,0,481943,325000000,354927,126016,91661000,61504000000,42947209,46.849998474121094,100.0,17828,0,0.0,0,0.0,0.0,51
20200820,0,695,696,650,671,-19,836155,561000000,572581,247317,91661000,61504000000,42969592,46.88000106811523,100.0,7581,0,0.0,0,0.0,0.0,53
20200819,0,694,704,687,690,2,464703,322000000,286109,172004,91661000,63246000000,43076161,47.0,100.0,-18853,0,0.0,0,0.0,0.0,50
20200818,0,709,715,680,688,-18,933490,650000000,667943,253123,91661000,63062000000,43034907,46.95000076293945,100.0,-3899,0,0.0,0,0.0,0.0,53
20200814,0,707,714,697,706,-1,684690,483000000,409514,272518,91661000,64712000000,43310083,47.25,100.0,28032,0,0.0,0,0.0,0.0,53
20200813,0,723,724,701,707,-12,702975,501000000,407806,261499,91661000,64804000000,43400996,47.349998474121094,100.0,-5695,0,0.0,0,0.0,0.0,53
20200812,0,704,720,695,719,17,694485,492000000,414813,275862,91661000,65904000000,43297976,47.2400016784668,100.0,3389,0,0.0,0,0.0,0.0,50
20200811,0,711,734,697,702,-16,1184051,841000000,905691,274234,91661000,64346000000,43295207,47.22999954223633,100.0,-118104,0,0.0,0,0.0,0.0,53
20200810,0,744,748,718,718,-26,895090,651000000,615065,277806,91661000,65812000000,43414251,47.36000061035156,100.0,3083,0,0.0,0,0.0,0.0,53
20200807,0,762,780,730,744,-16,962367,723000000,633522,327970,91661000,68195000000,43547071,47.5099983215332,100.0,-7653,0,0.0,0,0.0,0.0,53
20200806,0,730,788,730,760,31,2261535,1730000000,797221,1462167,91661000,69662000000,43536458,47.5,100.0,-22650,0,0.0,0,0.0,0.0,50
20200805,0,705,740,705,729,27,728823,529000000,317838,409166,91661000,66820000000,43048612,46.97000122070313,100.0,-27808,0,0.0,0,0.0,0.0,50
20200804,0,690,710,683,702,16,472158,331000000,236378,227778,91661000,64346000000,43036545,46.95000076293945,100.0,1948,0,0.0,0,0.0,0.0,50
20200803,0,706,711,675,686,-26,826071,567000000,581058,243323,91661000,62879000000,42936566,46.84000015258789,100.0,-35751,0,0.0,0,0.0,0.0,53
20200731,0,720,720,701,712,-4,490989,348000000,330427,153316,91661000,65262000000,43089061,47.0099983215332,100.0,-10091,0,0.0,0,0.0,0.0,53
20200730,0,730,730,709,716,-8,734432,526000000,570710,155367,91661000,65629000000,43088324,47.0099983215332,100.0,-161567,0,0.0,0,0.0,0.0,53
20200729,0,724,734,712,724,0,312738,226000000,203065,106774,91661000,66362000000,43098066,47.02000045776367,100.0,9,0,0.0,0,0.0,0.0,51
20200728,0,739,749,715,724,-14,706397,517000000,563600,142470,91661000,66362000000,43084854,47.0,100.0,12409,0,0.0,0,0.0,0.0,53
20200727,0,732,751,714,738,7,711068,521000000,442408,258621,91661000,67645000000,43211851,47.13999938964844,100.0,3014,0,0.0,0,0.0,0.0,50
20200724,0,750,759,725,731,-19,752772,560000000,518717,230755,91661000,67004000000,43096928,47.02000045776367,100.0,3070,0,0.0,0,0.0,0.0,53
20200723,0,750,764,711,750,0,1300682,960000000,714341,576858,91661000,68745000000,43212856,47.13999938964844,100.0,189726,0,0.0,0,0.0,0.0,51
20200722,0,758,768,734,750,-13,770766,577000000,548357,216946,91661000,68745000000,43263872,47.20000076293945,100.0,5266,0,0.0,0,0.0,0.0,53
20200721,0,784,785,711,763,-20,1296673,976000000,851324,442081,91661000,69937000000,43200920,47.13000106811523,100.0,-168,0,0.0,0,0.0,0.0,53
20200720,0,804,804,770,783,-13,723080,564000000,560531,157769,91661000,71770000000,43071944,46.9900016784668,100.0,14495,0,0.0,0,0.0,0.0,53
20200717,0,798,803,780,796,-2,572789,453000000,292201,280088,91661000,72962000000,43007698,46.91999816894531,100.0,-7609,0,0.0,0,0.0,0.0,53
20200716,0,795,817,787,798,3,1592461,1276000000,936554,649677,91661000,73145000000,42986383,46.9000015258789,100.0,-6058,0,0.0,0,0.0,0.0,50
20200715,0,779,808,769,795,26,1472346,1157000000,726944,726856,91661000,72870000000,43016942,46.93000030517578,100.0,-29156,0,0.0,0,0.0,0.0,50
20200714,0,790,790,725,769,-13,1207799,929000000,704920,497311,91661000,70487000000,43028010,46.93999862670898,100.0,10327,0,0.0,0,0.0,0.0,53
20200713,0,761,808,755,782,21,3589422,2825000000,1577003,1987355,91661000,71678000000,43015249,46.93000030517578,100.0,9935,0,0.0,0,0.0,0.0,50
20200710,0,710,777,683,761,54,4130244,3068000000,1516438,2593089,91661000,69754000000,43023833,46.93999862670898,100.0,382617,0,0.0,0,0.0,0.0,50
20200709,0,717,719,705,707,-9,487827,347000000,298620,189197,91661000,64804000000,42890408,46.790000915527344,100.0,2665,0,0.0,0,0.0,0.0,53
20200708,0,729,729,680,716,-4,998911,707000000,600907,397504,91661000,65629000000,42908329,46.81000137329102,100.0,-13020,0,0.0,0,0.0,0.0,53
20200707,0,706,745,699,720,20,2361541,1712000000,1132680,1228438,91661000,65995000000,42961771,46.86999893188477,100.0,20155,0,0.0,0,0.0,0.0,50
20200706,0,686,706,686,700,15,759329,529000000,335175,417033,91661000,64162000000,43156639,47.08000183105469,100.0,-80,0,0.0,0,0.0,0.0,50
20200703,0,670,690,669,685,24,855700,582000000,383764,466390,91661000,62787000000,43189082,47.11999893188477,100.0,-6899,0,0.0,0,0.0,0.0,50
20200702,0,628,681,628,661,34,1535805,1019000000,650373,884182,91661000,60587000000,43190959,47.11999893188477,100.0,-11575,0,0.0,0,0.0,0.0,50
20200701,0,658,674,626,627,-41,1098733,706000000,766721,328950,91661000,57471000000,43051560,46.97000122070313,100.0,-36920,0,0.0,0,0.0,0.0,53
20200630,0,608,681,608,668,62,2427702,1590000000,1006736,1405226,91661000,61229000000,43126128,47.04999923706055,100.0,-149645,0,0.0,0,0.0,0.0,50
20200629,0,626,626,606,606,-20,456597,280000000,291068,151335,91661000,55546000000,43053886,46.97000122070313,100.0,-104,0,0.0,0,0.0,0.0,53
20200626,0,627,638,620,626,-1,494271,310000000,297882,193859,91661000,57379000000,43101035,47.02000045776367,100.0,2999,0,0.0,0,0.0,0.0,53
20200625,0,639,639,622,627,-12,429660,269000000,296060,133487,91661000,57471000000,43078243,47.0,100.0,3041,0,0.0,0,0.0,0.0,53
20200624,0,647,655,628,639,-8,962986,611000000,655692,305307,91661000,58571000000,43060835,46.97999954223633,100.0,1344,0,0.0,0,0.0,0.0,53
20200623,0,652,679,640,647,2,536223,352000000,275334,258919,91661000,59304000000,42971580,46.88000106811523,100.0,-2298,0,0.0,0,0.0,0.0,50
20200622,0,686,686,636,645,-36,836296,547000000,624277,204793,91661000,59121000000,42912637,46.81999969482422,100.0,2292,0,0.0,0,0.0,0.0,53
20200619,0,676,688,669,681,6,519688,352000000,269279,249462,91661000,62421000000,42899407,46.79999923706055,100.0,-20075,0,0.0,0,0.0,0.0,50
20200618,0,697,697,673,675,-10,504841,343000000,360046,142588,91661000,61871000000,42825937,46.72000122070313,100.0,10269,0,0.0,0,0.0,0.0,53
20200617,0,690,713,673,685,-8,699420,483000000,390151,285249,91661000,62787000000,42876463,46.77999877929688,100.0,-2133,0,0.0,0,0.0,0.0,53
20200616,0,650,697,640,693,59,988026,670000000,301087,665351,91661000,63521000000,42939223,46.849998474121094,100.0,-13672,0,0.0,0,0.0,0.0,50
20200615,0,704,704,630,634,-69,1409241,940000000,931915,456876,91661000,58113000000,42779839,46.66999816894531,100.0,25486,0,0.0,0,0.0,0.0,53
20200612,0,700,710,631,703,-33,1071999,746000000,581135,487677,91661000,64437000000,42936958,46.84000015258789,100.0,-343,0,0.0,0,0.0,0.0,53
20200611,0,748,753,734,736,-11,586679,436000000,399231,186829,91661000,67462000000,42862381,46.7599983215332,100.0,-383,0,0.0,0,0.0,0.0,53
20200610,0,755,758,738,747,-8,769977,574000000,473452,291754,91661000,68470000000,42884989,46.790000915527344,100.0,-19924,0,0.0,0,0.0,0.0,53
20200609,0,765,790,745,755,-5,1809067,1382000000,1074615,731312,91661000,69204000000,42927197,46.83000183105469,100.0,7163,0,0.0,0,0.0,0.0,53
20200608,0,757,761,750,760,6,882198,667000000,390828,481751,91661000,69662000000,43239708,47.16999816894531,100.0,9962,0,0.0,0,0.0,0.0,50
20200605,0,747,760,745,754,2,926984,697000000,472635,451923,91661000,69112000000,43124253,47.04999923706055,100.0,2569,0,0.0,0,0.0,0.0,50
20200604,0,759,764,743,752,5,1305558,987000000,705131,596889,91661000,68929000000,42880514,46.77999877929688,100.0,-9938,0,0.0,0,0.0,0.0,50
20200603,0,741,765,730,747,13,2116328,1579000000,976366,1130322,91661000,68470000000,42831152,46.72999954223633,100.0,9474,0,0.0,0,0.0,0.0,50
20200602,0,730,735,714,734,10,1328148,963000000,602448,709662,91661000,67279000000,42656106,46.540000915527344,100.0,3,0,0.0,0,0.0,0.0,50
20200601,0,713,745,712,724,11,892323,648000000,488481,392736,91661000,66362000000,42523024,46.38999938964844,100.0,-53720,0,0.0,0,0.0,0.0,50
20200529,0,734,734,705,713,-22,1416772,1009000000,883679,527259,91661000,65354000000,42411948,46.27000045776367,100.0,-39752,0,0.0,0,0.0,0.0,53
20200528,0,763,764,727,735,-28,1857287,1383000000,1327980,527553,91661000,67370000000,42400533,46.2599983215332,100.0,-141953,0,0.0,0,0.0,0.0,53
20200527,0,779,783,760,763,-13,1624789,1246000000,1170796,446996,91661000,69937000000,42411161,46.27000045776367,100.0,-38573,0,0.0,0,0.0,0.0,53
20200526,0,752,790,747,776,-1,3403666,2635000000,1826456,1542857,91661000,71128000000,42555026,46.43000030517578,100.0,-181,0,0.0,0,0.0,0.0,53
20200525,0,742,797,706,777,27,4628374,3479000000,2396061,2204161,47361000,36799000000,25777984,54.43000030517578,100.0,-32903,0,0.0,0,0.0,0.0,50
20200522,0,830,843,730,750,-285,17578641,14090000000,9896944,7561621,47361000,35520000000,25801837,54.47999954223633,100.0,-1130632,0,0.0,0,0.0,0.0,53
20200521,0,985,1100,985,1035,51,2219821,2330000000,1097901,1114153,47361000,49018000000,26308814,55.54999923706055,100.0,-4138,0,0.0,0,0.0,0.0,50
20200520,0,929,1005,915,984,75,2621791,2539000000,1109769,1478623,47361000,46603000000,26409892,55.7599983215332,100.0,-11770,0,0.0,0,0.0,0.0,50
20200519,0,929,1020,896,909,3,2188397,2072000000,1306735,878243,47361000,43051000000,26229921,55.38000106811523,100.0,1246,0,0.0,0,0.0,0.0,50
20200518,0,815,938,815,906,92,4613119,4140000000,2090035,2514719,47361000,42909000000,26450937,55.849998474121094,100.0,41500,0,0.0,0,0.0,0.0,50
20200515,0,833,850,811,814,-3,649416,538000000,435692,213411,47361000,38551000000,26315528,55.56000137329102,100.0,99,0,0.0,0,0.0,0.0,53
20200514,0,782,840,782,817,35,1295422,1055000000,590815,704496,47361000,38693000000,26326112,55.59000015258789,100.0,-5222,0,0.0,0,0.0,0.0,50
20200513,0,769,793,756,782,14,327741,254000000,171093,156348,47361000,37036000000,26235698,55.4000015258789,100.0,-512,0,0.0,0,0.0,0.0,50
20200512,0,792,799,768,768,-24,498870,388000000,352419,135931,47361000,36373000000,26188563,55.29999923706055,100.0,3210,0,0.0,0,0.0,0.0,53
20200511,0,803,806,786,792,-16,662591,526000000,462337,198112,47361000,37509000000,26204029,55.33000183105469,100.0,789,0,0.0,0,0.0,0.0,53
20200508,0,836,990,798,808,-5,6229780,5409000000,3853410,2348946,47361000,38267000000,26248589,55.41999816894531,100.0,1613,0,0.0,0,0.0,0.0,53
20200507,0,831,831,780,813,-16,387575,314000000,229103,157072,47361000,38504000000,26353228,55.63999938964844,100.0,-11614,0,0.0,0,0.0,0.0,53
20200506,0,835,836,815,829,8,330953,273000000,181027,141780,47361000,39262000000,26322838,55.58000183105469,100.0,-8317,0,0.0,0,0.0,0.0,50
20200504,0,780,872,780,821,21,806305,666000000,334127,468914,47361000,38883000000,26322086,55.58000183105469,100.0,20214,0,0.0,0,0.0,0.0,50
20200429,0,792,812,791,800,8,307276,246000000,117074,188831,47361000,37888000000,26186654,55.290000915527344,100.0,-13646,0,0.0,0,0.0,0.0,50
20200428,0,800,820,780,792,-5,867114,688000000,430182,436923,47361000,37509000000,26083447,55.06999969482422,100.0,-55822,0,0.0,0,0.0,0.0,53
20200427,0,759,820,759,797,23,766752,614000000,344531,419854,47361000,37746000000,26087824,55.08000183105469,100.0,7918,0,0.0,0,0.0,0.0,50
20200424,0,860,860,760,774,-58,1543809,1239000000,1129680,405036,47361000,36657000000,25940788,54.77000045776367,100.0,56517,0,0.0,0,0.0,0.0,53
20200423,0,811,969,794,832,38,5950712,5267000000,3173454,2756469,47361000,39404000000,26064497,55.02999877929688,100.0,5031,0,0.0,0,0.0,0.0,50
20200422,0,807,807,750,794,-13,384059,300000000,210022,173767,47361000,37604000000,25975859,54.849998474121094,100.0,-1891,0,0.0,0,0.0,0.0,53
20200421,0,825,830,766,807,-19,594338,479000000,310442,283845,47361000,38220000000,25952836,54.79999923706055,100.0,1891,0,0.0,0,0.0,0.0,53
20200420,0,807,835,802,826,23,521295,428000000,172209,348169,47361000,39120000000,25921224,54.72999954223633,100.0,0,0,0.0,0,0.0,0.0,50
20200417,0,801,827,798,803,3,478264,384000000,328145,147117,47361000,38030000000,25766566,54.4000015258789,100.0,-3350,0,0.0,0,0.0,0.0,50
20200416,0,807,810,760,800,-4,357820,285000000,218156,139664,47361000,37888000000,25754802,54.38000106811523,100.0,-1604,0,0.0,0,0.0,0.0,53
20200414,0,780,810,778,804,24,579237,460000000,306813,272018,47361000,38078000000,25738478,54.349998474121094,100.0,4523,0,0.0,0,0.0,0.0,50
20200413,0,812,854,762,780,-46,1021127,801000000,679633,338812,47361000,36941000000,25713614,54.290000915527344,100.0,-670,0,0.0,0,0.0,0.0,53
20200410,0,854,879,800,826,-25,831940,701000000,467946,361788,47361000,39120000000,25766569,54.4000015258789,100.0,669,0,0.0,0,0.0,0.0,53
20200409,0,871,925,846,851,16,1741405,1522000000,1030037,696073,47361000,40304000000,25716736,54.29999923706055,100.0,1,0,0.0,0,0.0,0.0,50
20200408,0,738,880,731,835,97,2997685,2429000000,1257406,1731992,47361000,39546000000,25863017,54.61000061035156,100.0,-6372,0,0.0,0,0.0,0.0,50
20200407,0,736,787,722,738,16,970508,726000000,475687,491957,47361000,34952000000,25666237,54.18999862670898,100.0,-24052,0,0.0,0,0.0,0.0,50
20200406,0,723,743,718,722,12,924928,672000000,568990,351007,47361000,34194000000,25646628,54.1500015258789,100.0,27427,0,0.0,0,0.0,0.0,50
20200403,0,698,809,659,710,70,5289040,3913000000,2727015,2547533,47361000,33626000000,25571067,53.9900016784668,100.0,-9750,0,0.0,0,0.0,0.0,50
20200402,0,603,665,601,640,40,892704,567000000,512742,373967,47361000,30311000000,25649915,54.15999984741211,100.0,12747,0,0.0,0,0.0,0.0,50
20200401,0,599,639,589,600,1,726893,442000000,328918,396805,47361000,28416000000,25700551,54.27000045776367,100.0,-16716,0,0.0,0,0.0,0.0,50
20200331,0,604,608,587,599,3,491236,293000000,232595,258620,47361000,28369000000,25679995,54.22000122070313,100.0,16743,0,0.0,0,0.0,0.0,50
20200330,0,594,599,570,596,2,204522,120000000,90067,110484,47361000,28227000000,25668055,54.20000076293945,100.0,125,0,0.0,0,0.0,0.0,50
20200327,0,598,627,571,594,7,636741,382000000,427730,209009,47361000,28132000000,25706348,54.27999877929688,100.0,-30922,0,0.0,0,0.0,0.0,50
20200326,0,559,610,541,587,40,925463,545000000,455435,467519,47361000,27800000000,25719143,54.29999923706055,100.0,30924,0,0.0,0,0.0,0.0,50
20200325,0,493,595,493,547,60,607482,325000000,274889,331561,47361000,25906000000,25661889,54.18000030517578,100.0,-4361,0,0.0,0,0.0,0.0,50
20200324,0,464,496,440,487,30,412366,196000000,134354,273007,47361000,23064000000,25656424,54.16999816894531,100.0,-25190,0,0.0,0,0.0,0.0,50
20200323,0,474,474,452,457,-24,440241,203000000,286229,151406,47361000,21643000000,25644698,54.1500015258789,100.0,66924,0,0.0,0,0.0,0.0,53
20200320,0,447,494,446,481,40,704743,330000000,380132,324589,47361000,22780000000,25661567,54.18000030517578,100.0,-19917,0,0.0,0,0.0,0.0,50
20200319,0,542,559,425,441,-108,1549946,742000000,964297,582532,47361000,20886000000,25639375,54.13999938964844,100.0,8878,0,0.0,0,0.0,0.0,53
20200318,0,603,615,549,549,-41,1189057,697000000,715615,470170,47361000,26001000000,25617173,54.09000015258789,100.0,-563,0,0.0,0,0.0,0.0,53
20200317,0,591,636,568,590,-43,1536866,917000000,795916,719470,47361000,27942000000,25649245,54.15999984741211,100.0,-336,0,0.0,0,0.0,0.0,53
20200316,0,880,895,633,633,-119,14685382,11342000000,8495953,6098347,47361000,29979000000,25610232,54.06999969482422,100.0,4116,0,0.0,0,0.0,0.0,53
20200313,0,482,752,482,752,173,1967762,1317000000,1072810,871480,47361000,35615000000,26053985,55.0099983215332,100.0,-11183,0,0.0,0,0.0,0.0,49
20200312,0,604,609,578,579,-26,295202,174000000,205732,89450,47361000,27422000000,26011867,54.91999816894531,100.0,11219,0,0.0,0,0.0,0.0,53
20200311,0,633,639,595,605,-21,310690,189000000,204447,106240,47361000,28653000000,26030915,54.959999084472656,100.0,-5335,0,0.0,0,0.0,0.0,53
20200310,0,600,633,591,626,10,183958,113000000,90607,93351,47361000,29647000000,26032442,54.97000122070313,100.0,901,0,0.0,0,0.0,0.0,50
20200309,0,655,655,612,616,-40,382483,238000000,280920,100929,47361000,29174000000,25978046,54.849998474121094,100.0,4266,0,0.0,0,0.0,0.0,53
20200306,0,670,672,651,656,-14,238972,158000000,185788,53179,47361000,31068000000,25980236,54.86000061035156,100.0,137,0,0.0,0,0.0,0.0,53
20200305,0,671,686,658,670,0,331677,222000000,165755,165735,47361000,31731000000,25984893,54.86999893188477,100.0,137,0,0.0,0,0.0,0.0,51
20200304,0,634,671,634,670,20,275890,182000000,92204,180361,47361000,31731000000,25896792,54.68000030517578,100.0,-59013,0,0.0,0,0.0,0.0,50
20200303,0,669,694,642,650,-10,776082,521000000,452098,313177,47361000,30784000000,25808265,54.4900016784668,100.0,43100,0,0.0,0,0.0,0.0,53
20200302,0,630,675,620,660,24,655980,424000000,307915,347892,47361000,31258000000,25769876,54.40999984741211,100.0,-8675,0,0.0,0,0.0,0.0,50
20200228,0,660,662,628,636,-29,430002,275000000,284533,143172,47361000,30121000000,25665936,54.18999862670898,100.0,9670,0,0.0,0,0.0,0.0,53
20200227,0,684,695,665,665,-18,331436,224000000,243644,87111,47361000,31495000000,25629376,54.11000061035156,100.0,10577,0,0.0,0,0.0,0.0,53
20200226,0,670,749,670,683,-22,1946856,1381000000,1178027,756540,47361000,32347000000,25594158,54.040000915527344,100.0,4605,0,0.0,0,0.0,0.0,53
20200225,0,650,739,601,705,49,1694995,1169000000,925361,754970,47361000,33389000000,25564203,53.97999954223633,100.0,-8240,0,0.0,0,0.0,0.0,50
20200224,0,696,710,650,656,-63,1264409,852000000,768920,485978,47361000,31068000000,25688080,54.2400016784668,100.0,-59466,0,0.0,0,0.0,0.0,53
20200221,0,788,793,704,719,-71,1084003,796000000,733524,320104,47361000,34052000000,25796560,54.47000122070313,100.0,-3476,0,0.0,0,0.0,0.0,53
20200220,0,895,918,725,790,-135,3452465,2810000000,2277424,1163498,47361000,37415000000,25596875,54.04999923706055,100.0,26097,0,0.0,0,0.0,0.0,53
20200219,0,1015,1315,918,925,-90,16798455,19477000000,9796471,6952903,47361000,43808000000,25792208,54.459999084472656,100.0,-53174,0,0.0,0,0.0,0.0,53
20200218,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200217,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200214,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200213,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200212,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200211,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200210,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200207,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200206,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200205,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31913620,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200204,0,250,250,250,250,0,0,0,0,0,189444000,47361000000,31912372,16.850000381469727,405.989990234375,0,0,0.0,0,0.0,0.0,48
20200203,0,236,252,225,250,8,1776163,425000000,606242,1142951,189444000,47361000000,31943155,16.860000610351562,405.989990234375,-18041,0,0.0,0,0.0,0.0,50
20200131,0,254,255,241,242,-12,1286995,321000000,999804,283569,189444000,45845000000,31619995,16.690000534057614,405.989990234375,59692,0,0.0,0,0.0,0.0,53
20200130,0,265,267,253,254,-10,904949,234000000,756278,144719,189444000,48118000000,31643544,16.700000762939453,405.989990234375,23272,0,0.0,0,0.0,0.0,53
20200129,0,266,269,258,264,-2,1192277,313000000,761925,425590,189444000,50013000000,31728672,16.75,405.989990234375,-5434,0,0.0,0,0.0,0.0,53
20200128,0,269,269,256,266,-8,1038694,272000000,656804,366917,189444000,50392000000,31600446,16.680000305175778,405.989990234375,9096,0,0.0,0,0.0,0.0,53
20200123,0,268,275,267,274,8,1355063,367000000,397296,953328,189444000,51907000000,31633618,16.700000762939453,405.989990234375,-15203,0,0.0,0,0.0,0.0,50
20200122,0,266,268,265,266,1,341693,91000000,170203,171344,189444000,50392000000,31503871,16.629999160766598,405.989990234375,-49,0,0.0,0,0.0,0.0,50
20200121,0,264,272,259,265,1,851977,225000000,390325,461545,189444000,50202000000,31449047,16.600000381469727,405.989990234375,-79266,0,0.0,0,0.0,0.0,50
20200120,0,270,270,259,264,-6,1278925,337000000,690393,587432,189444000,50013000000,31543377,16.649999618530273,405.989990234375,22412,0,0.0,0,0.0,0.0,53
20200117,0,273,275,267,270,0,493598,133000000,298545,194965,189444000,51149000000,31590214,16.680000305175778,405.989990234375,-10146,0,0.0,0,0.0,0.0,51
20200116,0,277,277,265,270,-8,1382294,373000000,748404,626115,189444000,51149000000,31603305,16.680000305175778,405.989990234375,11115,0,0.0,0,0.0,0.0,53
20200115,0,283,287,277,278,-5,1253298,350000000,636046,331654,189444000,52665000000,31477984,16.620000839233402,405.989990234375,62368,0,0.0,0,0.0,0.0,53
20200114,0,283,297,278,283,0,3661615,1050000000,2073512,1585806,189444000,53612000000,31433908,16.59000015258789,405.989990234375,-52495,0,0.0,0,0.0,0.0,51
