Date,Close,Open,High,Low,Volume,Change
2003-08-29,759.47,756.76,760.09,746.92,431260000.0,0.0088
2003-09-01,764.11,763.22,765.64,759.36,370540000.0,0.0060999999999999995
2003-09-02,766.5,768.43,768.91,763.34,493040000.0,0.0031
2003-09-03,766.32,770.87,771.78,763.35,424950000.0,-0.0002
2003-09-04,764.15,768.1,769.98,763.87,407010000.0,-0.0028000000000000004
2003-09-05,761.55,766.43,768.9,759.81,376790000.0,-0.0034000000000000002
2003-09-08,760.25,759.49,761.91,756.01,343380000.0,-0.0017000000000000001
2003-09-09,767.46,763.36,775.88,763.36,408450000.0,0.0095
2003-09-15,753.61,764.68,767.27,753.61,411240000.0,-0.018000000000000002
2003-09-16,763.63,751.95,764.12,751.53,479460000.0,0.013300000000000001
2003-09-17,766.59,771.61,772.35,764.46,469800000.0,0.0039000000000000003
2003-09-18,758.18,768.39,769.28,756.73,411540000.0,-0.011000000000000001
2003-09-19,748.25,766.23,767.05,745.16,443020000.0,-0.0131
2003-09-22,714.89,741.54,741.68,714.75,426500000.0,-0.0446
2003-09-23,718.84,713.67,719.71,702.31,475530000.0,0.0055000000000000005
2003-09-24,724.7,721.0,725.49,715.86,419840000.0,0.008199999999999999
2003-09-25,713.52,707.58,714.56,699.83,412760000.0,-0.0154
2003-09-26,697.4,704.01,711.5,697.13,431810000.0,-0.0226
2003-09-29,696.06,697.26,698.77,688.07,379960000.0,-0.0019
2003-09-30,697.52,701.75,709.16,697.52,461260000.0,0.0021
2003-10-01,704.29,690.47,704.29,688.62,434300000.0,0.0097
2003-10-02,715.24,716.27,718.36,708.03,451450000.0,0.0155
2003-10-06,723.13,723.47,726.77,719.33,393280000.0,0.011000000000000001
2003-10-07,727.09,725.21,727.37,722.38,402770000.0,0.0055000000000000005
2003-10-08,722.76,731.12,731.45,721.29,316710000.0,-0.006
2003-10-09,736.16,723.13,736.16,722.94,603000000.0,0.018500000000000003
2003-10-10,757.89,735.25,759.6,735.25,445800000.0,0.029500000000000002
2003-10-13,757.02,754.5,764.33,747.02,453890000.0,-0.0011
2003-10-14,766.52,763.62,772.29,762.96,529580000.00000006,0.0125
2003-10-15,764.23,771.38,773.13,759.86,462560000.0,-0.003
2003-10-16,776.97,759.12,776.97,758.07,519720000.0,0.0167
2003-10-17,767.75,776.99,783.08,767.75,519240000.0,-0.011899999999999999
2003-10-20,776.44,766.33,777.97,765.13,473200000.0,0.0113
2003-10-21,779.89,780.56,785.02,772.91,448310000.0,0.0044
2003-10-22,779.28,780.54,784.14,773.3,486360000.0,-0.0008
2003-10-23,754.14,764.36,768.31,750.16,428500000.0,-0.0323
2003-10-24,748.17,752.31,759.55,743.38,362660000.0,-0.0079
2003-10-27,761.61,752.82,761.61,750.5,412850000.0,0.018000000000000002
2003-10-28,775.36,760.8,782.31,759.56,491640000.0,0.0181
2003-10-29,779.66,787.61,793.35,779.66,567930000.0,0.0055000000000000005
2003-10-30,785.94,784.78,787.82,778.42,471880000.0,0.008100000000000001
2003-10-31,782.36,787.95,789.46,775.38,484310000.0,-0.0046
2003-11-03,791.96,783.08,793.53,778.04,434450000.0,0.0123
2003-11-04,796.06,800.42,802.66,790.99,606370000.0,0.0052
2003-11-05,805.51,796.36,806.79,794.58,604290000.0,0.011899999999999999
2003-11-06,790.04,809.92,811.97,790.04,610740000.0,-0.0192
2003-11-07,804.05,796.58,804.05,789.97,469090000.0,0.0177
2003-11-10,796.56,800.98,802.32,788.65,537180000.0,-0.009300000000000001
2003-11-11,787.77,788.34,790.11,782.03,504100000.0,-0.011000000000000001
2003-11-12,796.31,788.91,798.33,786.0,509120000.0,0.0108
2003-11-13,813.11,805.79,813.11,803.93,510310000.0,0.021099999999999997
2003-11-14,809.89,809.94,818.34,807.67,597550000.0,-0.004
2003-11-17,794.47,803.48,803.95,790.14,504100000.0,-0.019
2003-11-18,800.97,794.24,801.2,787.6,642400000.0,0.008199999999999999
2003-11-19,771.7,785.28,785.28,769.43,717180000.0,-0.0365
2003-11-20,769.45,775.19,778.1,763.67,605280000.0,-0.0029
2003-11-21,770.78,764.12,777.96,762.36,624920000.0,0.0017000000000000001
2003-11-24,753.65,765.82,769.6,752.14,577950000.0,-0.0222
2003-11-25,768.11,768.1,770.28,761.98,526450000.00000006,0.0192
2003-11-26,782.65,769.76,783.8,769.3,532140000.0,0.0189
2003-11-27,781.68,783.13,784.86,776.4,502460000.0,-0.0012
2003-11-28,796.18,783.17,797.07,783.17,597540000.0,0.018500000000000003
2003-12-01,807.39,796.36,811.49,790.8,584980000.0,0.0141
2003-12-02,807.78,813.49,813.95,806.3,531990000.0,0.0005
2003-12-03,808.34,807.17,816.02,801.08,440580000.0,0.0007000000000000001
2003-12-04,805.13,805.1,809.68,800.31,493940000.0,-0.004
2003-12-05,789.41,802.71,802.86,789.41,426510000.0,-0.0195
2003-12-08,784.8,780.23,791.77,777.08,339970000.0,-0.0058
2003-12-09,787.35,790.52,793.13,784.6,398090000.0,0.0032
2003-12-10,794.64,774.53,794.64,774.04,454610000.0,0.009300000000000001
2003-12-11,791.13,797.12,805.81,791.13,424780000.0,-0.0044
2003-12-12,806.08,806.42,810.68,801.33,423440000.0,0.0189
2003-12-15,822.16,821.62,824.26,814.73,404610000.0,0.0199
2003-12-16,810.79,807.32,817.56,804.17,462740000.0,-0.0138
2003-12-17,800.09,816.98,817.39,799.82,479490000.0,-0.0132
2003-12-18,807.5,803.6,808.94,797.46,493070000.0,0.009300000000000001
2003-12-19,811.2,814.89,817.5,809.17,480450000.0,0.0046
2003-12-22,804.54,809.57,815.55,804.53,344950000.0,-0.008199999999999999
2003-12-23,801.88,809.9,812.75,801.62,406070000.0,-0.0033
2003-12-24,792.55,808.41,808.58,792.37,503660000.0,-0.0116
2003-12-26,788.85,791.39,794.78,786.11,414250000.0,-0.004699999999999999
2003-12-29,792.44,779.24,792.44,779.24,282390000.0,0.0046
2003-12-30,810.71,802.5,811.89,800.15,385850000.0,0.0231
2004-01-02,821.26,816.26,821.87,813.63,307490000.0,0.013000000000000001
2004-01-05,824.1,817.28,825.43,816.55,408260000.0,0.0034999999999999996
2004-01-06,823.43,831.26,831.26,819.53,484060000.0,-0.0008
2004-01-07,827.07,826.08,831.07,825.23,404560000.0,0.0044
2004-01-08,824.15,831.1,839.28,824.15,428760000.0,-0.0034999999999999996
2004-01-09,845.27,835.42,849.5,835.05,543290000.0,0.0256
2004-01-12,850.79,843.96,853.5,840.11,443940000.0,0.006500000000000001
2004-01-13,848.43,855.42,855.45,844.82,400180000.0,-0.0028000000000000004
2004-01-14,849.62,847.27,855.29,844.55,453000000.0,0.0014000000000000002
2004-01-15,845.66,849.02,852.19,841.84,388390000.0,-0.004699999999999999
2004-01-16,847.95,853.67,854.46,845.4,424960000.0,0.0027
2004-01-19,856.8,854.96,859.34,851.34,404250000.0,0.0104
2004-01-20,861.37,854.03,864.26,853.05,364450000.0,0.0053
2004-01-26,869.04,867.65,871.94,861.82,494020000.0,0.0089
2004-01-27,863.03,873.61,873.61,860.88,437710000.0,-0.0069
2004-01-28,859.59,860.37,869.21,859.08,432890000.0,-0.004
2004-01-29,853.47,851.7,854.82,847.98,365350000.0,-0.0070999999999999995
2004-01-30,848.5,854.21,859.13,846.05,447360000.0,-0.0058
2004-02-02,854.89,850.28,855.43,847.74,425190000.0,0.0075
2004-02-03,839.87,853.13,853.13,837.63,461980000.0,-0.0176
2004-02-04,835.5,838.52,842.6,834.7,378600000.0,-0.0052
2004-02-05,840.92,835.77,842.44,834.73,635920000.0,0.006500000000000001
2004-02-06,850.23,842.16,853.58,839.43,541540000.0,0.0111
2004-02-09,864.77,860.9,866.87,859.58,475220000.0,0.0171
2004-02-10,866.8,866.06,869.62,862.85,450040000.0,0.0023
2004-02-11,876.34,870.54,877.72,870.24,475300000.0,0.011000000000000001
2004-02-12,877.95,882.04,882.39,872.27,444120000.0,0.0018
2004-02-13,882.18,876.06,883.35,870.08,385310000.0,0.0048
2004-02-16,881.28,879.23,885.65,876.56,437970000.0,-0.001
2004-02-17,884.8,884.15,888.73,880.87,435760000.0,0.004
2004-02-18,877.1,889.23,890.51,877.1,370520000.0,-0.0087
2004-02-19,881.65,880.68,884.89,874.75,734770000.0,0.0052
2004-02-20,877.49,875.76,879.63,872.42,475490000.0,-0.004699999999999999
2004-02-23,877.52,874.93,881.43,867.99,476210000.0,0.0
2004-02-24,864.59,872.45,876.71,864.34,549390000.0,-0.0147
2004-02-25,866.87,865.22,870.03,862.97,524659999.99999994,0.0026
2004-02-26,864.86,870.31,873.15,861.77,522860000.0,-0.0023
2004-02-27,883.42,865.51,883.42,861.86,458650000.0,0.0215
2004-03-02,899.21,892.57,899.99,892.38,489080000.0,0.0179
2004-03-03,895.81,897.49,900.44,895.52,554720000.0,-0.0038
2004-03-04,907.43,898.16,908.82,896.76,589050000.0,0.013000000000000001
2004-03-05,905.38,907.21,909.08,904.01,515730000.0,-0.0023
2004-03-08,900.1,909.15,910.67,899.07,506520000.0,-0.0058
2004-03-09,891.58,891.1,893.73,888.46,474380000.0,-0.0095
2004-03-10,876.02,887.11,890.33,874.58,457320000.0,-0.0175
2004-03-11,869.93,869.67,878.1,866.33,468740000.0,-0.006999999999999999
2004-03-12,848.8,866.72,867.35,822.05,655650000.0,-0.024300000000000002
2004-03-15,852.26,855.84,857.96,848.23,383660000.0,0.0040999999999999995
2004-03-16,850.13,843.83,850.15,838.11,440150000.0,-0.0025
2004-03-17,872.38,858.15,872.78,857.29,524440000.00000006,0.0262
2004-03-18,872.82,879.22,879.56,869.09,488460000.0,0.0005
2004-03-19,883.33,874.57,883.33,868.97,425080000.0,0.012
2004-03-22,863.69,878.62,881.0,862.63,371610000.0,-0.0222
2004-03-23,866.17,854.92,868.99,849.76,383760000.0,0.0029
2004-03-24,861.72,860.39,867.15,856.54,311090000.0,-0.0051
2004-03-25,853.38,862.3,868.78,849.56,357260000.0,-0.0097
2004-03-26,863.95,866.29,873.01,861.63,303970000.0,0.0124
2004-03-29,874.67,868.1,878.37,867.21,335580000.0,0.0124
2004-03-30,873.46,879.41,879.41,870.86,287740000.0,-0.0014000000000000002
2004-03-31,880.5,881.75,883.88,868.41,327690000.0,0.008100000000000001
2004-04-01,882.75,878.78,883.23,875.09,294600000.0,0.0026
2004-04-02,883.69,886.09,889.6,882.82,541840000.0,0.0011
2004-04-06,906.19,899.43,906.43,898.0,491560000.0,0.0255
2004-04-07,909.93,906.78,915.13,903.24,528210000.00000006,0.0040999999999999995
2004-04-08,916.86,913.52,916.86,908.07,431840000.0,0.0076
2004-04-09,905.44,910.48,910.48,901.24,352120000.0,-0.0125
2004-04-12,918.86,905.44,926.07,905.44,366190000.0,0.0148
2004-04-13,917.63,925.19,927.67,916.2,468920000.0,-0.0013
2004-04-14,916.31,909.95,919.38,907.36,407160000.0,-0.0014000000000000002
2004-04-16,898.88,903.84,908.72,897.73,391730000.0,-0.019
2004-04-19,902.1,900.48,902.1,891.27,476140000.0,0.0036
2004-04-20,918.9,909.91,919.13,902.47,456840000.0,0.018600000000000002
2004-04-21,929.95,910.68,931.21,910.68,554000000.0,0.012
2004-04-22,924.01,931.09,933.84,921.97,519750000.0,-0.0064
2004-04-23,936.06,938.25,939.52,929.8,480360000.0,0.013000000000000001
2004-04-26,919.74,935.01,935.28,919.27,388050000.0,-0.0174
2004-04-27,915.47,918.82,921.42,911.56,435460000.0,-0.0046
2004-04-28,901.83,917.32,919.86,901.82,373380000.0,-0.0149
2004-04-29,875.41,890.61,896.45,872.63,442770000.0,-0.029300000000000003
2004-04-30,862.84,867.99,875.51,854.39,378720000.0,-0.0144
2004-05-03,866.11,863.03,867.25,856.84,331730000.0,0.0038
2004-05-04,867.48,871.57,876.3,865.68,376760000.0,0.0016
2004-05-06,837.68,864.52,865.1,836.15,359540000.0,-0.0344
2004-05-07,838.74,837.73,843.01,819.61,372060000.0,0.0013
2004-05-10,790.68,831.1,831.37,771.31,403020000.0,-0.057300000000000004
2004-05-11,791.02,789.54,802.29,776.72,362900000.0,0.0004
2004-05-12,817.09,802.88,820.72,801.28,387170000.0,0.033
2004-05-13,790.13,815.28,816.26,790.13,395040000.0,-0.033
2004-05-14,768.46,798.8,802.32,759.65,372340000.0,-0.0274
2004-05-17,728.98,766.56,774.39,723.51,371690000.0,-0.051399999999999994
2004-05-18,741.99,724.68,748.26,716.95,383580000.0,0.0178
2004-05-19,777.95,752.5,784.14,751.59,379670000.0,0.048499999999999995
2004-05-20,767.79,766.04,782.92,757.49,357500000.0,-0.0131
2004-05-21,786.36,780.99,786.36,768.63,324170000.0,0.0242
2004-05-24,799.64,795.99,802.04,790.73,302770000.0,0.0169
2004-05-25,784.06,791.38,791.67,776.71,331750000.0,-0.0195
2004-05-27,802.46,802.4,810.69,797.11,293070000.0,0.0235
2004-05-28,816.51,811.54,816.64,805.21,357720000.0,0.0175
2004-05-31,803.84,811.46,811.59,793.77,288480000.0,-0.0155
2004-06-01,815.77,807.55,817.0,804.31,315870000.0,0.0148
2004-06-02,804.39,808.84,811.59,797.68,263380000.0,-0.013999999999999999
2004-06-03,770.06,810.98,812.54,770.06,465570000.0,-0.042699999999999995
2004-06-04,780.74,772.94,781.96,764.93,421770000.0,0.0139
2004-06-07,809.45,788.41,809.51,788.41,390670000.0,0.0368
2004-06-08,809.31,817.11,820.87,804.43,356050000.0,-0.0002
2004-06-09,794.53,816.93,820.68,794.1,603580000.0,-0.0183
2004-06-10,782.3,785.83,794.16,776.61,444560000.0,-0.0154
2004-06-11,751.53,780.16,780.41,748.34,458720000.0,-0.0393
2004-06-14,738.79,744.25,761.29,737.65,377980000.0,-0.017
2004-06-15,752.1,747.54,752.54,729.06,481760000.0,0.018000000000000002
2004-06-16,752.34,756.33,769.66,746.48,369900000.0,0.0003
2004-06-17,760.09,756.92,760.1,742.47,361070000.0,0.0103
2004-06-18,741.73,751.69,754.05,732.89,379820000.0,-0.0242
2004-06-21,749.3,745.22,758.58,743.69,376090000.0,0.0102
2004-06-22,746.48,744.86,749.26,732.79,327220000.0,-0.0038
2004-06-23,738.93,753.28,755.88,737.23,368500000.0,-0.0101
2004-06-24,763.13,752.64,763.42,747.51,373280000.0,0.032799999999999996
2004-06-25,779.03,763.02,780.0,760.57,305360000.0,0.0208
2004-06-28,770.95,777.85,780.31,764.29,279500000.0,-0.0104
2004-06-29,778.72,766.82,780.57,763.34,295060000.0,0.0101
2004-06-30,785.79,783.24,787.6,777.73,400190000.0,0.0091
2004-07-01,778.03,784.85,792.77,776.35,314990000.0,-0.009899999999999999
2004-07-02,755.42,764.38,764.54,754.26,431880000.0,-0.0291
2004-07-05,756.72,754.16,758.72,744.39,400910000.0,0.0017000000000000001
2004-07-06,758.47,753.14,763.93,751.26,400150000.0,0.0023
2004-07-07,761.88,742.21,761.93,735.72,395040000.0,0.0045000000000000005
2004-07-08,743.64,753.68,759.71,743.64,346300000.0,-0.0239
2004-07-09,747.46,745.09,751.92,741.26,309480000.0,0.0051
2004-07-12,746.27,752.71,757.9,740.98,334230000.0,-0.0016
2004-07-13,750.95,753.03,753.21,740.16,397540000.0,0.0063
2004-07-14,736.57,745.43,751.6,734.85,331120000.0,-0.0191
2004-07-15,732.74,735.85,739.07,720.92,369250000.0,-0.0052
2004-07-16,739.39,728.37,741.41,717.77,348150000.0,0.0091
2004-07-19,750.4,730.58,750.4,729.57,267800000.0,0.0149
2004-07-20,737.0,742.24,745.41,737.0,334960000.0,-0.0179
2004-07-21,753.32,750.59,756.44,747.89,422740000.0,0.022099999999999998
2004-07-22,742.63,738.98,744.5,733.41,435150000.0,-0.014199999999999999
2004-07-23,737.51,742.51,743.65,733.74,337070000.0,-0.0069
2004-07-26,736.21,730.15,739.56,729.8,307950000.0,-0.0018
2004-07-27,738.51,735.22,739.6,726.71,368900000.0,0.0031
2004-07-28,744.42,747.02,748.82,740.19,420810000.0,0.008
2004-07-29,730.61,742.58,742.58,730.47,326280000.0,-0.018600000000000002
2004-07-30,735.34,737.92,741.32,734.15,288540000.0,0.006500000000000001
2004-08-02,719.59,730.61,730.64,719.59,282250000.0,-0.021400000000000002
2004-08-03,726.44,726.88,728.13,722.46,301670000.0,0.0095
2004-08-04,729.41,719.61,729.41,713.99,283780000.0,0.0040999999999999995
2004-08-05,743.35,730.64,743.37,726.87,394290000.0,0.0191
2004-08-06,733.95,733.76,745.05,733.24,312680000.0,-0.0126
2004-08-09,742.13,728.66,742.61,724.5,274590000.0,0.0111
2004-08-10,748.62,738.92,748.63,738.36,338090000.0,0.0087
2004-08-11,753.06,752.6,758.61,751.26,378490000.0,0.0059
2004-08-12,766.7,755.43,767.03,753.67,321750000.0,0.0181
2004-08-13,776.02,762.81,777.84,761.61,372510000.0,0.012199999999999999
2004-08-16,773.85,774.29,777.96,767.26,307760000.0,-0.0028000000000000004
2004-08-17,771.03,782.59,783.48,768.76,302590000.0,-0.0036
2004-08-18,773.19,772.84,776.15,768.94,332490000.0,0.0028000000000000004
2004-08-19,788.53,780.26,789.78,780.26,383460000.0,0.019799999999999998
2004-08-20,787.64,785.82,789.23,783.06,295740000.0,-0.0011
2004-08-23,787.65,792.5,796.84,783.5,255380000.0,0.0
2004-08-24,792.34,791.38,793.5,781.46,267160000.00000003,0.006
2004-08-25,803.97,791.0,804.83,790.17,262670000.00000003,0.0147
2004-08-26,810.21,808.11,813.77,808.11,285530000.0,0.0078000000000000005
2004-08-27,810.3,812.65,814.05,806.75,307370000.0,0.0001
2004-08-30,805.19,811.55,815.05,802.75,333640000.0,-0.0063
2004-08-31,803.57,800.62,805.26,797.62,346460000.0,-0.002
2004-09-01,817.36,803.51,817.37,801.58,345050000.0,0.0172
2004-09-02,823.83,818.69,823.83,815.74,394240000.0,0.0079
2004-09-03,820.69,826.0,826.26,814.09,398400000.0,-0.0038
2004-09-06,824.21,823.64,824.98,817.18,357220000.0,0.0043
2004-09-07,818.8,822.29,824.96,817.68,436800000.0,-0.0066
2004-09-08,815.85,820.18,828.38,815.33,391330000.0,-0.0036
2004-09-09,821.88,815.65,823.19,809.03,452860000.0,0.0074
2004-09-10,836.34,826.06,837.37,816.64,354410000.0,0.0176
2004-09-13,851.91,842.15,852.06,841.41,396940000.0,0.018600000000000002
2004-09-14,851.42,857.74,859.93,848.08,439640000.0,-0.0006
2004-09-15,850.63,851.52,856.39,848.79,429060000.0,-0.0009
2004-09-16,855.38,846.08,863.12,844.06,434920000.0,0.005600000000000001
2004-09-17,848.11,854.35,859.57,846.08,317270000.0,-0.0085
2004-09-20,856.87,849.46,862.98,849.45,332120000.0,0.0103
2004-09-21,857.15,859.2,861.31,854.1,358420000.0,0.0003
2004-09-22,835.1,861.8,863.19,835.1,362680000.0,-0.025699999999999997
2004-09-23,829.68,829.32,834.0,824.85,378870000.0,-0.006500000000000001
2004-09-24,832.1,828.78,836.38,823.05,335360000.0,0.0029
2004-09-30,835.09,829.93,836.54,827.17,290820000.0,0.0036
2004-10-01,846.01,835.5,846.01,834.75,296490000.0,0.0131
2004-10-04,880.84,859.12,880.84,858.92,358520000.0,0.0412
2004-10-05,884.84,882.5,887.61,876.56,368880000.0,0.0045000000000000005
2004-10-06,887.45,885.94,896.24,879.58,391260000.0,0.0029
2004-10-07,885.33,887.39,891.25,878.8,344410000.0,-0.0024
2004-10-08,881.38,877.89,892.12,877.34,458790000.0,-0.0045000000000000005
2004-10-11,881.11,876.56,882.05,873.16,370250000.0,-0.0003
2004-10-12,858.09,878.25,878.56,856.67,373010000.0,-0.026099999999999998
2004-10-13,856.18,863.26,866.07,852.65,319030000.0,-0.0022
2004-10-14,846.63,849.09,852.56,839.87,267519999.99999997,-0.011200000000000002
2004-10-15,841.94,837.96,849.92,833.45,288640000.0,-0.0055000000000000005
2004-10-18,848.27,845.0,851.97,840.6,296290000.0,0.0075
2004-10-19,855.77,860.87,863.75,851.92,322590000.0,0.0088
2004-10-20,828.61,851.42,851.43,827.68,385410000.0,-0.0317
2004-10-21,820.63,830.24,831.05,814.64,325420000.0,-0.0096
2004-10-22,828.17,824.12,832.1,822.2,272420000.0,0.0092
2004-10-25,808.14,816.11,816.54,801.01,274800000.0,-0.0242
2004-10-26,813.7,812.18,817.0,809.79,260610000.0,0.0069
2004-10-27,809.91,820.73,822.3,803.72,303320000.0,-0.004699999999999999
2004-10-28,833.54,825.85,833.54,821.54,280800000.0,0.0292
2004-10-29,834.84,826.89,835.26,823.07,248660000.0,0.0016
2004-11-01,835.66,832.52,842.16,831.32,221460000.0,0.001
2004-11-02,846.67,839.59,849.71,838.39,272100000.0,0.0132
2004-11-03,861.05,848.83,861.16,844.27,255520000.0,0.017
2004-11-04,851.2,860.19,860.19,851.2,267149999.99999997,-0.011399999999999999
2004-11-05,860.68,862.44,865.38,857.74,277640000.0,0.0111
2004-11-08,846.11,865.65,865.94,845.79,269260000.0,-0.0169
2004-11-09,844.15,845.49,850.13,840.24,342570000.0,-0.0023
2004-11-10,860.54,847.53,860.54,847.53,291730000.0,0.0194
2004-11-11,861.26,856.66,867.25,855.51,290880000.0,0.0008
2004-11-12,876.67,875.48,882.59,870.99,298810000.0,0.0179
2004-11-15,882.33,879.88,891.71,876.7,266420000.00000003,0.006500000000000001
2004-11-16,876.61,882.97,885.55,875.78,300180000.0,-0.006500000000000001
2004-11-17,885.42,881.26,889.71,876.75,279050000.0,0.0101
2004-11-18,875.84,886.38,888.07,874.96,345300000.0,-0.0108
2004-11-19,867.03,878.59,882.12,863.52,360720000.0,-0.0101
2004-11-22,849.99,857.33,858.46,844.11,247640000.0,-0.0197
2004-11-23,860.4,857.51,862.43,851.18,285330000.0,0.012199999999999999
2004-11-24,872.56,859.5,873.73,855.35,317700000.0,0.0141
2004-11-25,872.49,873.87,879.92,871.12,257880000.0,-0.0001
2004-11-26,858.12,877.82,883.85,856.89,310250000.0,-0.0165
2004-11-29,865.4,861.17,867.37,855.81,315900000.0,0.0085
2004-11-30,878.06,865.78,878.06,857.85,333120000.0,0.0146
2004-12-01,876.8,874.47,878.91,871.13,316630000.0,-0.0014000000000000002
2004-12-02,884.1,891.14,893.51,882.58,335560000.0,0.0083
2004-12-03,882.55,890.59,893.42,877.46,331020000.0,-0.0018
2004-12-06,870.75,875.53,876.38,867.7,280850000.0,-0.0134
2004-12-07,861.07,867.83,872.39,861.07,336160000.0,-0.0111
2004-12-08,871.74,855.53,871.74,855.07,346290000.0,0.0124
2004-12-09,861.31,870.61,871.87,855.88,268370000.0,-0.012
2004-12-10,844.85,862.16,862.77,841.77,259800000.0,-0.0191
2004-12-13,844.2,841.34,847.92,838.1,239840000.0,-0.0008
2004-12-14,849.4,846.02,852.26,842.7,277260000.0,0.0062
2004-12-15,868.84,854.99,868.87,853.64,311210000.0,0.0229
2004-12-16,873.7,869.92,878.67,868.9,325690000.0,0.005600000000000001
2004-12-17,875.13,874.23,880.95,868.61,446430000.0,0.0016
2004-12-20,884.31,872.3,884.49,870.6,359900000.0,0.0105
2004-12-21,882.82,882.9,887.38,876.35,350620000.0,-0.0017000000000000001
2004-12-22,883.38,888.2,890.81,880.38,325400000.0,0.0006
2004-12-23,876.88,890.32,890.32,873.11,272300000.0,-0.0074
2004-12-24,879.92,877.4,879.92,872.92,283180000.0,0.0034999999999999996
2004-12-27,876.98,881.82,882.78,873.84,229730000.0,-0.0033
2004-12-28,878.43,874.53,881.28,872.33,307690000.0,0.0017000000000000001
2004-12-29,884.27,869.23,884.27,868.04,257899999.99999997,0.0066
2004-12-30,895.92,886.2,896.1,885.43,248580000.0,0.0132
2005-01-03,893.71,896.0,897.59,890.93,252570000.0,-0.0025
2005-01-04,886.9,890.56,895.4,884.94,331630000.0,-0.0076
2005-01-05,885.19,874.92,885.2,873.18,343140000.0,-0.0019
2005-01-06,871.28,878.23,886.31,871.28,394700000.0,-0.015700000000000002
2005-01-07,870.84,876.36,878.89,866.72,294800000.0,-0.0005
2005-01-10,874.18,872.82,875.0,866.17,275960000.0,0.0038
2005-01-11,884.29,874.79,884.29,869.91,364430000.0,0.0116
2005-01-12,880.03,884.47,886.79,878.03,321630000.0,-0.0048
2005-01-13,885.54,881.39,886.73,876.72,290670000.0,0.0063
2005-01-14,905.1,879.83,905.52,877.44,356840000.0,0.022099999999999998
2005-01-17,923.08,915.22,925.01,912.68,416680000.0,0.0199
2005-01-18,920.57,923.52,926.85,920.08,432800000.0,-0.0027
2005-01-19,916.27,923.36,926.71,914.3,415610000.0,-0.004699999999999999
2005-01-20,909.37,910.4,914.93,907.51,467070000.0,-0.0075
2005-01-21,919.61,910.04,920.35,906.23,463480000.0,0.0113
2005-01-24,923.11,918.21,928.52,911.75,527620000.0,0.0038
2005-01-25,915.1,915.94,918.08,911.26,486450000.0,-0.0087
2005-01-26,927.0,918.75,930.2,917.09,492320000.0,0.013000000000000001
2005-01-27,924.87,928.67,930.59,920.93,500470000.0,-0.0023
2005-01-28,921.59,924.09,924.91,915.74,393170000.0,-0.0034999999999999996
2005-01-31,932.7,920.99,934.1,920.99,466830000.0,0.0121
2005-02-01,923.69,930.16,931.86,923.08,434700000.0,-0.0097
2005-02-02,921.44,925.98,926.54,918.44,453660000.0,-0.0024
2005-02-03,928.79,922.43,930.73,921.04,398290000.0,0.008
2005-02-04,933.55,928.21,936.45,926.1,385530000.0,0.0051
2005-02-07,949.19,942.15,949.45,941.14,421370000.0,0.0168
2005-02-11,947.23,944.28,947.94,936.17,381950000.0,-0.0021
2005-02-14,964.79,957.22,967.8,954.36,537090000.0,0.018500000000000003
2005-02-15,968.88,965.74,968.88,961.07,547940000.0,0.0042
2005-02-16,971.56,973.61,979.0,965.58,557300000.0,0.0028000000000000004
2005-02-17,972.56,972.9,974.77,968.53,511740000.0,0.001
2005-02-18,984.1,969.13,984.1,967.04,543690000.0,0.011899999999999999
2005-02-21,988.71,992.46,992.46,982.96,629090000.0,0.004699999999999999
2005-02-22,977.8,988.63,990.62,975.57,631040000.0,-0.011000000000000001
2005-02-23,968.43,968.16,971.71,963.9,483570000.0,-0.0096
2005-02-24,987.1,972.95,989.27,971.54,581340000.0,0.019299999999999998
2005-02-25,996.95,994.01,1000.26,990.2,531400000.0,0.01
2005-02-28,1011.36,1003.65,1011.65,999.1,534150000.0,0.014499999999999999
2005-03-02,1007.48,1015.16,1015.51,1003.11,721280000.0,-0.0038
2005-03-03,1010.92,1008.22,1015.28,999.86,615900000.0,0.0034000000000000002
2005-03-04,1012.96,1013.79,1016.18,1007.68,587260000.0,0.002
2005-03-07,1007.5,1021.63,1025.08,998.89,599490000.0,-0.0054
2005-03-08,1000.28,1010.62,1012.4,995.92,588660000.0,-0.0072
2005-03-09,1008.79,996.86,1008.79,990.44,532630000.0,0.0085
2005-03-10,998.66,1007.21,1012.81,998.66,591340000.0,-0.01
2005-03-11,1022.79,1006.5,1022.79,1006.5,699410000.0,0.0242
2005-03-14,1019.69,1018.33,1021.3,1015.17,550420000.0,-0.003
2005-03-15,993.13,1024.08,1024.34,992.46,741330000.0,-0.026000000000000002
2005-03-16,993.13,990.54,997.57,982.22,669650000.0,0.0
2005-03-17,980.05,983.52,988.37,972.9,745030000.0,-0.0132
2005-03-18,979.72,981.13,988.37,977.29,664840000.0,-0.0003
2005-03-21,979.27,979.31,986.88,968.95,530880000.0,-0.0005
2005-03-22,980.41,978.09,986.15,972.94,520610000.0,0.0012
2005-03-23,966.81,974.22,980.65,964.08,519679999.99999994,-0.0139
2005-03-24,956.33,970.29,972.85,949.98,542360000.0,-0.0108
2005-03-25,965.3,960.65,965.42,956.45,594110000.0,0.009399999999999999
2005-03-28,977.7,969.48,981.54,969.48,607950000.0,0.0128
2005-03-29,958.96,977.98,978.47,956.34,524500000.0,-0.0192
2005-03-30,955.45,952.4,957.08,946.41,442960000.0,-0.0037
