data_code,thema_name,stock_code,stock_name,stock_current_print
262,태양광 - 폴리실리콘,A016880,웅진,1085
262,태양광 - 폴리실리콘,A051910,LG화학,654000
262,태양광 - 폴리실리콘,A052420,오성첨단소재,2450
257,철도,A001780,알루코,3895
257,철도,A011370,서한,1165
257,철도,A013030,하이록코리아,11900
257,철도,A017480,삼현철강,3725
257,철도,A017510,세명전기,3975
257,철도,A026150,특수건설,6170
257,철도,A028100,동아지질,14600
257,철도,A032790,엠젠플러스,4075
257,철도,A039980,리노스,1125
257,철도,A045390,대아티아이,7020
257,철도,A054220,비츠로시스,3875
257,철도,A069460,대호에이엘,2055
256,지진,A018000,유니슨,5160
256,지진,A054540,삼영엠텍,5440
256,지진,A060370,KT서브마린,5030
255,로봇,A009540,한국조선해양,82700
255,로봇,A010820,퍼스텍,2065
255,로봇,A012450,한화에어로스페이스,25400
255,로봇,A032820,우리기술,1485
255,로봇,A033110,코너스톤네트웍스,204
255,로봇,A043710,서울리거,987
255,로봇,A054630,에이디칩스,820
255,로봇,A056080,유진로봇,2040
255,로봇,A060280,큐렉소,6180
255,로봇,A090710,휴림로봇,756
253,전자상거래,A009180,한솔로지스틱스,1935
253,전자상거래,A028150,GS홈쇼핑,128800
253,전자상거래,A035080,인터파크,2035
253,전자상거래,A035760,CJ ENM,142300
253,전자상거래,A053280,예스24,15350
253,전자상거래,A069920,아이에스이커머스,3845
253,전자상거래,A080010,이상네트웍스,6060
253,전자상거래,A092130,이크레더블,23450
253,전자상거래,A111820,지와이커머스,2465
253,전자상거래,A122900,아이마켓코리아,8020
245,PCB,A004130,,0
245,PCB,A007660,이수페타시스,4505
245,PCB,A007810,코리아써키트,13800
245,PCB,A008060,대덕,6160
245,PCB,A009150,삼성전기,139000
245,PCB,A011070,LG이노텍,155000
245,PCB,A051370,인터플렉스,11600
245,PCB,A066900,디에이피,3910
245,PCB,A088390,이녹스,8090
244,터치스크린,A020760,일진디스플,3660
244,터치스크린,A025320,시노펙스,4790
244,터치스크린,A051360,토비스,6470
244,터치스크린,A094190,,0
244,터치스크린,A096640,멜파스,1155
244,터치스크린,A097780,에스맥,1770
239,스마트그리드,A001820,삼화콘덴서,54800
239,스마트그리드,A002230,피에스텍,4730
239,스마트그리드,A006260,LS,52500
239,스마트그리드,A006490,인스코비,2545
239,스마트그리드,A010120,LS ELECTRIC,56500
239,스마트그리드,A015760,한국전력,20400
239,스마트그리드,A022100,포스코 ICT,6940
239,스마트그리드,A040160,누리텔레콤,7600
239,스마트그리드,A103590,일진전기,2900
236,스마트 TV(IP TV),A,,0
236,스마트 TV(IP TV),A003560,IHQ,1435
236,스마트 TV(IP TV),A008060,대덕,6160
236,스마트 TV(IP TV),A028080,휴맥스홀딩스,3605
236,스마트 TV(IP TV),A030200,KT,22950
236,스마트 TV(IP TV),A032640,LG유플러스,11500
236,스마트 TV(IP TV),A032750,삼진,9410
236,스마트 TV(IP TV),A033130,디지틀조선,2640
236,스마트 TV(IP TV),A034120,SBS,14550
236,스마트 TV(IP TV),A035720,카카오,364500
236,스마트 TV(IP TV),A036010,아비코전자,5880
236,스마트 TV(IP TV),A036030,KTH,5140
236,스마트 TV(IP TV),A039340,한국경제TV,5300
236,스마트 TV(IP TV),A039560,다산네트웍스,12400
236,스마트 TV(IP TV),A039980,리노스,1125
236,스마트 TV(IP TV),A041510,에스엠,35800
236,스마트 TV(IP TV),A046140,SBS콘텐츠허브,6250
236,스마트 TV(IP TV),A047820,초록뱀,3100
236,스마트 TV(IP TV),A048910,대원미디어,6820
236,스마트 TV(IP TV),A057880,필로시스헬스케어,6960
236,스마트 TV(IP TV),A060300,레드로버,610
236,스마트 TV(IP TV),A064240,홈캐스트,3370
236,스마트 TV(IP TV),A078070,유비쿼스홀딩스,28900
236,스마트 TV(IP TV),A078890,가온미디어,6040
236,스마트 TV(IP TV),A115160,휴맥스,4470
233,애그플레이션,A000490,대동공업,6510
233,애그플레이션,A001390,KG케미칼,20100
233,애그플레이션,A001550,조비,21550
233,애그플레이션,A002100,경농,13450
233,애그플레이션,A002900,동양물산,1380
233,애그플레이션,A006380,카프로,2495
233,애그플레이션,A012030,DB,702
233,애그플레이션,A025860,남해화학,8200
233,애그플레이션,A050860,아세아텍,3715
233,애그플레이션,A053980,오상자이엘,10950
233,애그플레이션,A054050,농우바이오,10300
233,애그플레이션,A097870,효성오앤비,8060
237,스마트카드,A052400,코나아이,13050
237,스마트카드,A065440,이루온,1400
237,스마트카드,A068940,아이씨케이,4800
237,스마트카드,A070300,엑스큐어,4810
237,스마트카드,A089850,유비벨록스,8900
234,신종플루,A000100,유한양행,64200
234,신종플루,A006280,녹십자,221500
234,신종플루,A011000,진원생명과학,29650
234,신종플루,A043200,파루,2750
234,신종플루,A054670,대한뉴팜,11900
234,신종플루,A060590,씨티씨바이오,7850
234,신종플루,A065950,웰크론,6430
234,신종플루,A072020,중앙백신,17850
240,LCD장비,A009310,참엔지니어링,1260
240,LCD장비,A029460,케이씨,23850
240,LCD장비,A036930,주성엔지니어링,6960
240,LCD장비,A056190,에스에프에이,38200
240,LCD장비,A065130,탑엔지니어링,9600
240,LCD장비,A068790,DMS,9330
240,LCD장비,A071280,로체시스템즈,5450
240,LCD장비,A078150,HB테크놀러지,1900
240,LCD장비,A079810,디이엔티,9320
240,LCD장비,A080000,에스엔유,4160
224,원자력발전,A007460,에이프로젠 KIC,1830
224,원자력발전,A014620,성광벤드,6360
224,원자력발전,A019990,에너토크,4350
224,원자력발전,A023160,태광,6350
224,원자력발전,A032820,우리기술,1485
224,원자력발전,A036190,금화피에스시,28500
224,원자력발전,A051600,한전KPS,27050
224,원자력발전,A052690,한전기술,16300
224,원자력발전,A083650,비에이치아이,2175
224,원자력발전,A086670,비엠티,8640
224,원자력발전,A094820,일진파워,5180
224,원자력발전,A099660,,0
224,원자력발전,A105840,우진,3730
238,스마트워크,A023590,다우기술,21450
238,스마트워크,A030520,한글과컴퓨터,18900
238,스마트워크,A033790,스카이문스테크놀로지,829
238,스마트워크,A035460,기산텔레콤,2955
238,스마트워크,A041020,인프라웨어,1770
238,스마트워크,A051390,YW,3600
238,스마트워크,A088800,에이스테크,26300
242,LED 디스플레이,A001210,금호전기,4820
242,LED 디스플레이,A004710,한솔테크닉스,9150
242,LED 디스플레이,A009150,삼성전기,139000
242,LED 디스플레이,A011070,LG이노텍,155000
242,LED 디스플레이,A020760,일진디스플,3660
242,LED 디스플레이,A038060,루멘스,1670
242,LED 디스플레이,A046890,서울반도체,17150
242,LED 디스플레이,A082850,우리바이오,2990
248,핵융합,A001820,삼화콘덴서,54800
248,핵융합,A002240,고려제강,13250
248,핵융합,A042370,비츠로테크,7940
248,핵융합,A056190,에스에프에이,38200
248,핵융합,A068240,다원시스,20800
248,핵융합,A083310,엘오티베큠,17000
248,핵융합,A094820,일진파워,5180
247,홈네트워크,A036690,코맥스,5320
247,홈네트워크,A039010,현대통신,7100
247,홈네트워크,A042940,상지카일룸,1435
246,CCTV,A054800,아이디스홀딩스,13400
246,CCTV,A092600,앤씨앤,4335
243,LED 조명,A001210,금호전기,4820
243,LED 조명,A011070,LG이노텍,155000
243,LED 조명,A038060,루멘스,1670
243,LED 조명,A045890,GV,643
243,LED 조명,A046890,서울반도체,17150
243,LED 조명,A082800,루미마이크로,2310
243,LED 조명,A106240,파인테크닉스,4300
241,LCD소재,A001210,금호전기,4820
241,LCD소재,A004710,한솔테크닉스,9150
241,LCD소재,A043590,크로바하이텍,1490
241,LCD소재,A047310,파워로직스,6950
241,LCD소재,A048870,시너지이노베이션,4130
241,LCD소재,A051370,인터플렉스,11600
241,LCD소재,A051910,LG화학,654000
241,LCD소재,A056700,신화인터텍,2595
241,LCD소재,A059100,아이컴포넌트,4600
241,LCD소재,A071670,에이테크솔루션,9650
241,LCD소재,A077360,덕산하이메탈,7260
241,LCD소재,A082850,우리바이오,2990
241,LCD소재,A094190,,0
241,LCD소재,A095500,미래나노텍,2680
241,LCD소재,A096640,멜파스,1155
241,LCD소재,A097780,에스맥,1770
225,우주항공,A005870,휴니드,5750
225,우주항공,A007660,이수페타시스,4505
225,우주항공,A010820,퍼스텍,2065
225,우주항공,A013030,하이록코리아,11900
225,우주항공,A017960,한국카본,9540
225,우주항공,A042370,비츠로테크,7940
225,우주항공,A045100,한양이엔지,10750
225,우주항공,A054220,비츠로시스,3875
225,우주항공,A054620,APS홀딩스,8590
225,우주항공,A065450,빅텍,7160
225,우주항공,A078350,한양디지텍,5350
225,우주항공,A099320,쎄트렉아이,25050
223,위치기반서비스(LBS),A035720,카카오,364500
223,위치기반서비스(LBS),A036030,KTH,5140
223,위치기반서비스(LBS),A051160,지어소프트,13250
223,위치기반서비스(LBS),A065560,녹원씨엔아이,5450
223,위치기반서비스(LBS),A084730,팅크웨어,9950
223,위치기반서비스(LBS),A091700,파트론,10150
206,전기자동차,A002710,TCC스틸,3500
206,전기자동차,A006400,삼성SDI,433500
206,전기자동차,A014910,성문전자,1915
206,전기자동차,A033100,제룡전기,5330
206,전기자동차,A036490,SK머티리얼즈,227500
206,전기자동차,A036830,솔브레인홀딩스,45650
206,전기자동차,A047310,파워로직스,6950
206,전기자동차,A051910,LG화학,654000
206,전기자동차,A054210,이랜텍,5830
206,전기자동차,A066970,엘앤에프,41350
206,전기자동차,A086520,에코프로,44850
206,전기자동차,A096770,SK이노베이션,139000
216,U-헬스케어 - 의료기기,A038290,마크로젠,30650
216,U-헬스케어 - 의료기기,A039860,나노엔텍,11250
216,U-헬스케어 - 의료기기,A041830,인바디,15900
216,U-헬스케어 - 의료기기,A064550,바이오니아,26500
216,U-헬스케어 - 의료기기,A065510,휴비츠,7110
216,U-헬스케어 - 의료기기,A096530,씨젠,260400
216,U-헬스케어 - 의료기기,A100120,뷰웍스,30100
204,자전거 - 모터/전지,A047310,파워로직스,6950
204,자전거 - 모터/전지,A054210,이랜텍,5830
204,자전거 - 모터/전지,A058610,에스피지,6450
203,자전거 - 제조/도로,A014530,극동유화,3185
203,자전거 - 제조/도로,A024950,삼천리자전거,9570
203,자전거 - 제조/도로,A031860,엔에스엔,1095
203,자전거 - 제조/도로,A065450,빅텍,7160
203,자전거 - 제조/도로,A094850,참좋은여행,5480
203,자전거 - 제조/도로,A123750,알톤스포츠,2945
198,자동차경량화,A015750,성우하이텍,3465
198,자동차경량화,A023000,삼원강재,2410
198,자동차경량화,A038110,에코플라스틱,1590
198,자동차경량화,A069460,대호에이엘,2055
198,자동차경량화,A072470,우리산업홀딩스,5640
198,자동차경량화,A089470,HDC현대EP,5330
198,자동차경량화,A126600,코프라,4090
198,자동차경량화,A138490,코오롱플라스틱,4075
217,U-헬스케어 - 의료정보솔루션,A026180,,0
217,U-헬스케어 - 의료정보솔루션,A032620,유비케어,10500
217,U-헬스케어 - 의료정보솔루션,A032850,비트컴퓨터,10600
217,U-헬스케어 - 의료정보솔루션,A033230,인성정보,3860
217,U-헬스케어 - 의료정보솔루션,A071200,인피니트헬스케어,6570
201,자원개발,A001120,LG상사,15450
201,자원개발,A001740,SK네트웍스,4755
201,자원개발,A011760,현대상사,14400
201,자원개발,A036460,한국가스공사,24650
201,자원개발,A047050,포스코인터내셔널,13400
201,자원개발,A096770,SK이노베이션,139000
211,풍력 - 설치시공,A047040,대우건설,2785
211,풍력 - 설치시공,A095910,에스에너지,7640
196,유비쿼터스,A022100,포스코 ICT,6940
196,유비쿼터스,A038620,위즈코프,1030
196,유비쿼터스,A042940,상지카일룸,1435
196,유비쿼터스,A054920,한컴위드,4740
196,유비쿼터스,A056730,포스링크,1460
205,저출산대책,A003920,남양유업,257500
205,저출산대책,A005990,매일홀딩스,7950
205,저출산대책,A013990,아가방컴퍼니,2680
205,저출산대책,A014100,메디앙스,4195
215,RFID - 칩,A043200,파루,2750
215,RFID - 칩,A052710,아모텍,31200
215,RFID - 칩,A065450,빅텍,7160
215,RFID - 칩,A079190,EMW,2780
214,RFID - 시스템,A010120,LS ELECTRIC,56500
214,RFID - 시스템,A012450,한화에어로스페이스,25400
214,RFID - 시스템,A022100,포스코 ICT,6940
214,RFID - 시스템,A035510,신세계 I&C,134500
214,RFID - 시스템,A038620,위즈코프,1030
214,RFID - 시스템,A040160,누리텔레콤,7600
213,황사,A001540,안국약품,14550
213,황사,A021240,코웨이,79300
213,황사,A043100,솔고바이오,392
213,황사,A044340,위닉스,19550
213,황사,A065510,휴비츠,7110
213,황사,A065950,웰크론,6430
213,황사,A080470,성창오토텍,8840
210,풍력 - 발전시스템,A004800,효성,73000
210,풍력 - 발전시스템,A009540,한국조선해양,82700
210,풍력 - 발전시스템,A010140,삼성중공업,5330
210,풍력 - 발전시스템,A018000,유니슨,5160
210,풍력 - 발전시스템,A034020,두산중공업,13300
210,풍력 - 발전시스템,A042660,대우조선해양,23800
209,풍력 - 부품기자재,A007690,국도화학,44300
209,풍력 - 부품기자재,A013810,스페코,8050
209,풍력 - 부품기자재,A044490,태웅,13600
209,풍력 - 부품기자재,A053660,현진소재,400
209,풍력 - 부품기자재,A077970,STX엔진,6010
209,풍력 - 부품기자재,A089230,THE E&M,618
209,풍력 - 부품기자재,A100130,동국S&C,8320
207,전력설비,A006340,대원전선,998
207,전력설비,A006910,보성파워텍,2000
207,전력설비,A007610,선도전기,2710
207,전력설비,A017040,광명전기,1870
207,전력설비,A024810,이화전기,148
207,전력설비,A033100,제룡전기,5330
207,전력설비,A042370,비츠로테크,7940
207,전력설비,A054220,비츠로시스,3875
200,자동차연비규제강화,A001820,삼화콘덴서,54800
200,자동차연비규제강화,A004490,세방전지,27600
200,자동차연비규제강화,A006400,삼성SDI,433500
200,자동차연비규제강화,A009470,삼화전기,18400
200,자동차연비규제강화,A012340,뉴인텍,2800
200,자동차연비규제강화,A014910,성문전자,1915
200,자동차연비규제강화,A033290,코웰패션,6150
200,자동차연비규제강화,A043260,성호전자,905
200,자동차연비규제강화,A047310,파워로직스,6950
200,자동차연비규제강화,A051910,LG화학,654000
200,자동차연비규제강화,A064960,S&T모티브,50800
200,자동차연비규제강화,A066970,엘앤에프,41350
200,자동차연비규제강화,A091580,상신이디피,12950
199,자동차부품,A005850,에스엘,14150
199,자동차부품,A007860,서연,7740
199,자동차부품,A010690,화신,2840
199,자동차부품,A012330,현대모비스,230000
199,자동차부품,A013520,화승알앤에이,2045
199,자동차부품,A013570,디와이,4150
199,자동차부품,A015750,성우하이텍,3465
199,자동차부품,A018500,동원금속,703
199,자동차부품,A018880,한온시스템,12350
199,자동차부품,A024900,덕양산업,1875
199,자동차부품,A033530,세종공업,9180
199,자동차부품,A038110,에코플라스틱,1590
199,자동차부품,A043370,평화정공,7610
199,자동차부품,A046070,코다코,1330
199,자동차부품,A060980,한라홀딩스,31050
199,자동차부품,A064960,S&T모티브,50800
163,국내상장중국기업,A900040,,0
163,국내상장중국기업,A900070,글로벌에스엠,516
163,국내상장중국기업,A900080,에스앤씨엔진그룹,197
163,국내상장중국기업,A900110,이스트아시아홀딩스,267
163,국내상장중국기업,A900120,씨케이에이치,281
163,국내상장중국기업,A900250,크리스탈신소재,1615
163,국내상장중국기업,A900260,로스웰,332
163,국내상장중국기업,A900270,헝셩그룹,650
163,국내상장중국기업,A900280,골든센츄리,246
163,국내상장중국기업,A900290,GRT,1405
163,국내상장중국기업,A900300,오가닉티코스메틱,724
163,국내상장중국기업,A900310,컬러레이,1685
130,반도체 후공정 장비,A039030,이오테크닉스,99100
130,반도체 후공정 장비,A039230,에이아이비트,181
130,반도체 후공정 장비,A042700,한미반도체,10450
130,반도체 후공정 장비,A073570,WI,1450
130,반도체 후공정 장비,A086390,유니테스트,25350
148,고배당주(12월 결산),A000060,메리츠화재,12850
148,고배당주(12월 결산),A000140,하이트진로홀딩스,16950
148,고배당주(12월 결산),A000320,노루홀딩스,9120
148,고배당주(12월 결산),A000430,대원강업,4085
148,고배당주(12월 결산),A000540,흥국화재,2715
148,고배당주(12월 결산),A000810,삼성화재,182000
148,고배당주(12월 결산),A001130,대한제분,158000
148,고배당주(12월 결산),A001230,동국제강,6340
148,고배당주(12월 결산),A001430,세아베스틸,9760
148,고배당주(12월 결산),A001450,현대해상,22350
148,고배당주(12월 결산),A002380,KCC,146000
148,고배당주(12월 결산),A002960,한국쉘석유,236000
148,고배당주(12월 결산),A003000,부광약품,28450
148,고배당주(12월 결산),A003070,코오롱글로벌,18300
148,고배당주(12월 결산),A003200,일신방직,69700
148,고배당주(12월 결산),A003530,한화투자증권,1735
148,고배당주(12월 결산),A003540,대신증권,12050
148,고배당주(12월 결산),A003690,코리안리,7450
148,고배당주(12월 결산),A005160,동국산업,3330
148,고배당주(12월 결산),A005940,NH투자증권,9140
148,고배당주(12월 결산),A006800,미래에셋대우,8480
148,고배당주(12월 결산),A008730,율촌화학,15550
148,고배당주(12월 결산),A009240,한샘,107000
148,고배당주(12월 결산),A010950,S-Oil,51600
148,고배당주(12월 결산),A012750,에스원,87500
148,고배당주(12월 결산),A014190,원익큐브,1590
148,고배당주(12월 결산),A014680,한솔케미칼,149500
148,고배당주(12월 결산),A016360,삼성증권,30600
148,고배당주(12월 결산),A017670,SK텔레콤,238000
148,고배당주(12월 결산),A018880,한온시스템,12350
148,고배당주(12월 결산),A021240,코웨이,79300
148,고배당주(12월 결산),A024720,한국콜마홀딩스,26800
148,고배당주(12월 결산),A024950,삼천리자전거,9570
148,고배당주(12월 결산),A026890,디피씨,15950
148,고배당주(12월 결산),A029530,신도리코,21700
148,고배당주(12월 결산),A030200,KT,22950
148,고배당주(12월 결산),A032640,LG유플러스,11500
148,고배당주(12월 결산),A032830,삼성생명,61000
148,고배당주(12월 결산),A033780,KT&G,82400
148,고배당주(12월 결산),A033920,무학,6450
148,고배당주(12월 결산),A034230,파라다이스,13750
148,고배당주(12월 결산),A035000,지투알,5050
148,고배당주(12월 결산),A035250,강원랜드,21500
148,고배당주(12월 결산),A044820,코스맥스비티아이,19250
148,고배당주(12월 결산),A051600,한전KPS,27050
148,고배당주(12월 결산),A055550,신한지주,27600
148,고배당주(12월 결산),A057030,YBM넷,9260
148,고배당주(12월 결산),A058470,리노공업,123000
148,고배당주(12월 결산),A067080,대화제약,15200
148,고배당주(12월 결산),A069260,휴켐스,20600
162,교육/온라인 교육,A019680,대교,3900
162,교육/온라인 교육,A035290,더블유에프엠,11750
162,교육/온라인 교육,A057030,YBM넷,9260
162,교육/온라인 교육,A067280,멀티캠퍼스,28650
162,교육/온라인 교육,A068290,삼성출판사,18900
162,교육/온라인 교육,A072870,메가스터디,10600
162,교육/온라인 교육,A095720,웅진씽크빅,2640
162,교육/온라인 교육,A096240,청담러닝,22100
141,송유관/가스관,A000970,한국주철관,8360
141,송유관/가스관,A003030,세아제강지주,41900
141,송유관/가스관,A008970,동양철관,1065
141,송유관/가스관,A009730,코센,905
141,송유관/가스관,A071090,하이스틸,16350
141,송유관/가스관,A085310,엔케이,1055
145,고배당주(3월 결산),A001270,부국증권,20400
145,고배당주(3월 결산),A001720,신영증권,46800
145,고배당주(3월 결산),A003460,유화증권,2230
145,고배당주(3월 결산),A092440,기신정기,3685
153,3D 부품,A056700,신화인터텍,2595
153,3D 부품,A060300,레드로버,610
153,3D 부품,A062860,티엘아이,7260
153,3D 부품,A073110,엘엠에스,11450
153,3D 부품,A123860,아나패스,25050
190,바이오 신약,A006120,SK디스커버리,63900
190,바이오 신약,A006280,녹십자,221500
190,바이오 신약,A009420,한올바이오파마,34000
190,바이오 신약,A039200,오스코텍,46000
190,바이오 신약,A058530,슈펙스비앤피,162
190,바이오 신약,A068270,셀트리온,257500
190,바이오 신약,A083790,크리스탈지노믹스,18000
190,바이오 신약,A086890,이수앱지스,7550
190,바이오 신약,A127120,디엔에이링크,22000
190,바이오 신약,A128940,한미약품,273500
182,수처리 부품/시스템,A017040,광명전기,1870
182,수처리 부품/시스템,A021240,코웨이,79300
182,수처리 부품/시스템,A102940,코오롱생명과학,31700
177,매연저감장치,A,,0
177,매연저감장치,A009470,삼화전기,18400
177,매연저감장치,A103590,일진전기,2900
170,나노 바이오,A038070,서린바이오,12100
170,나노 바이오,A039860,나노엔텍,11250
170,나노 바이오,A064550,바이오니아,26500
132,반도체패키징,A033170,시그네틱스,703
132,반도체패키징,A033640,네패스,31400
132,반도체패키징,A036540,SFA반도체,5090
132,반도체패키징,A043590,크로바하이텍,1490
132,반도체패키징,A064520,바른전자,1005
132,반도체패키징,A067310,하나마이크론,8700
136,정보보안,A047560,이스트소프트,7980
136,정보보안,A053350,이니텍,4305
136,정보보안,A053800,안랩,65900
136,정보보안,A054920,한컴위드,4740
136,정보보안,A067160,아프리카TV,58700
136,정보보안,A067920,이글루시큐리티,4730
136,정보보안,A075130,플랜티넷,5300
136,정보보안,A092130,이크레더블,23450
136,정보보안,A136540,윈스,19000
144,슈퍼 박테리아,A014570,고려제약,10700
144,슈퍼 박테리아,A040350,큐로컴,2350
144,슈퍼 박테리아,A042040,케이피엠테크,4040
144,슈퍼 박테리아,A043200,파루,2750
144,슈퍼 박테리아,A048530,인트론바이오,14550
144,슈퍼 박테리아,A072020,중앙백신,17850
144,슈퍼 박테리아,A083790,크리스탈지노믹스,18000
144,슈퍼 박테리아,A100700,세운메디칼,3605
144,슈퍼 박테리아,A102460,이연제약,22000
180,AMOLED 장비,A036930,주성엔지니어링,6960
180,AMOLED 장비,A054620,APS홀딩스,8590
180,AMOLED 장비,A056190,에스에프에이,38200
180,AMOLED 장비,A065130,탑엔지니어링,9600
180,AMOLED 장비,A080000,에스엔유,4160
180,AMOLED 장비,A083930,아바코,8650
180,AMOLED 장비,A088130,동아엘텍,9260
179,AMOLED 소재,A043590,크로바하이텍,1490
179,AMOLED 소재,A051910,LG화학,654000
179,AMOLED 소재,A077360,덕산하이메탈,7260
179,AMOLED 소재,A078600,대주전자재료,44600
179,AMOLED 소재,A096870,엘디티,2425
175,셋톱박스,A035480,,0
175,셋톱박스,A057880,필로시스헬스케어,6960
175,셋톱박스,A058220,아리온,275
175,셋톱박스,A064240,홈캐스트,3370
175,셋톱박스,A078890,가온미디어,6040
175,셋톱박스,A115160,휴맥스,4470
149,2차전지 원료/소재,A003670,포스코케미칼,83800
149,2차전지 원료/소재,A006840,AK홀딩스,17550
149,2차전지 원료/소재,A009830,한화솔루션,38450
149,2차전지 원료/소재,A033160,엠케이전자,10250
149,2차전지 원료/소재,A036490,SK머티리얼즈,227500
149,2차전지 원료/소재,A066970,엘앤에프,41350
149,2차전지 원료/소재,A086520,에코프로,44850
149,2차전지 원료/소재,A093370,후성,9400
149,2차전지 원료/소재,A096770,SK이노베이션,139000
137,블루투스,A052710,아모텍,31200
137,블루투스,A067310,하나마이크론,8700
137,블루투스,A091700,파트론,10150
135,방위산업,A003570,S&T중공업,5150
135,방위산업,A005870,휴니드,5750
135,방위산업,A010820,퍼스텍,2065
135,방위산업,A012450,한화에어로스페이스,25400
135,방위산업,A013810,스페코,8050
135,방위산업,A036640,HRS,3470
135,방위산업,A042670,두산인프라코어,8770
135,방위산업,A065450,빅텍,7160
135,방위산업,A086960,한컴MDS,11700
135,방위산업,A103140,풍산,23800
191,바이오 툴/서비스,A,,0
191,바이오 툴/서비스,A002630,오리엔트바이오,1625
191,바이오 툴/서비스,A011000,진원생명과학,29650
191,바이오 툴/서비스,A028300,에이치엘비,103700
191,바이오 툴/서비스,A038070,서린바이오,12100
191,바이오 툴/서비스,A038290,마크로젠,30650
191,바이오 툴/서비스,A039860,나노엔텍,11250
191,바이오 툴/서비스,A046210,파나진,4875
191,바이오 툴/서비스,A064550,바이오니아,26500
191,바이오 툴/서비스,A066980,브레인콘텐츠,510
191,바이오 툴/서비스,A086040,바이오톡스텍,12950
192,바이오 시밀러,A009420,한올바이오파마,34000
192,바이오 시밀러,A009830,한화솔루션,38450
192,바이오 시밀러,A038290,마크로젠,30650
192,바이오 시밀러,A053030,바이넥스,31150
192,바이오 시밀러,A068270,셀트리온,257500
192,바이오 시밀러,A078160,메디포스트,32500
192,바이오 시밀러,A084990,헬릭스미스,35450
192,바이오 시밀러,A085660,차바이오텍,19050
192,바이오 시밀러,A086890,이수앱지스,7550
192,바이오 시밀러,A086900,메디톡스,211000
192,바이오 시밀러,A095700,제넥신,142800
150,2차전지 부품/패키지,A012340,뉴인텍,2800
150,2차전지 부품/패키지,A047310,파워로직스,6950
150,2차전지 부품/패키지,A091580,상신이디피,12950
150,2차전지 부품/패키지,A093920,서원인텍,6380
189,제대혈,A028300,에이치엘비,103700
189,제대혈,A031390,녹십자셀,40700
189,제대혈,A078160,메디포스트,32500
189,제대혈,A085660,차바이오텍,19050
189,제대혈,A091090,세원셀론텍,2830
189,제대혈,A097950,CJ제일제당,395000
188,줄기세포 등,A031390,녹십자셀,40700
188,줄기세포 등,A034940,조아제약,4960
188,줄기세포 등,A052260,SK바이오랜드,24400
188,줄기세포 등,A053030,바이넥스,31150
188,줄기세포 등,A078160,메디포스트,32500
188,줄기세포 등,A084990,헬릭스미스,35450
188,줄기세포 등,A091090,세원셀론텍,2830
188,줄기세포 등,A095700,제넥신,142800
184,하수처리,A000970,한국주철관,8360
184,하수처리,A003070,코오롱글로벌,18300
184,하수처리,A008970,동양철관,1065
184,하수처리,A009410,태영건설,9890
174,대북송전,A000500,가온전선,21550
174,대북송전,A001440,대한전선,809
174,대북송전,A006340,대원전선,998
174,대북송전,A006910,보성파워텍,2000
174,대북송전,A007610,선도전기,2710
174,대북송전,A010120,LS ELECTRIC,56500
174,대북송전,A017040,광명전기,1870
174,대북송전,A017510,세명전기,3975
174,대북송전,A024810,이화전기,148
174,대북송전,A033100,제룡전기,5330
174,대북송전,A042370,비츠로테크,7940
174,대북송전,A054220,비츠로시스,3875
174,대북송전,A103590,일진전기,2900
171,개성공단,A003240,태광산업,652000
171,개성공단,A007980,태평양물산,1700
171,개성공단,A009270,신원,1435
171,개성공단,A023800,인지컨트롤스,9420
171,개성공단,A025540,한국단자,44950
171,개성공단,A026040,제이에스티나,2230
171,개성공단,A033240,자화전자,13600
171,개성공단,A033340,좋은사람들,1725
171,개성공단,A049630,재영솔루텍,732
164,그린홈 설비,A002380,KCC,146000
164,그린홈 설비,A009450,경동나비엔,52700
164,그린홈 설비,A039020,이건홀딩스,2495
164,그린홈 설비,A044340,위닉스,19550
164,그린홈 설비,A079000,와토스코리아,5290
164,그린홈 설비,A108670,LG하우시스,56500
164,그린홈 설비,A128820,대성산업,3250
159,구제역 백신,A005860,한일사료,1725
159,구제역 백신,A036480,대성미생물,16100
159,구제역 백신,A044960,이글벳,8560
159,구제역 백신,A052670,제일바이오,7650
159,구제역 백신,A054670,대한뉴팜,11900
159,구제역 백신,A060590,씨티씨바이오,7850
159,구제역 백신,A072020,중앙백신,17850
143,연료전지,A004690,삼천리,78300
143,연료전지,A007720,대명소노시즌,1100
143,연료전지,A009450,경동나비엔,52700
143,연료전지,A012340,뉴인텍,2800
143,연료전지,A033290,코웰패션,6150
143,연료전지,A041930,동아화성,9180
143,연료전지,A042110,에스씨디,1110
143,연료전지,A047400,유니온머티리얼,3670
143,연료전지,A095190,이엠코리아,5690
142,수산주,A003960,사조대림,14050
142,수산주,A004970,신라교역,9550
142,수산주,A006040,동원산업,209000
142,수산주,A006090,사조오양,8460
142,수산주,A007160,사조산업,29100
142,수산주,A025870,신라에스지,8420
142,수산주,A030720,동원수산,8850
134,반도체-Fabless,A032580,피델릭스,1350
134,반도체-Fabless,A038880,아이에이,526
134,반도체-Fabless,A048870,시너지이노베이션,4130
134,반도체-Fabless,A052860,아이앤씨,4775
134,반도체-Fabless,A054450,텔레칩스,14250
134,반도체-Fabless,A062860,티엘아이,7260
134,반도체-Fabless,A077280,,0
134,반도체-Fabless,A092600,앤씨앤,4335
134,반도체-Fabless,A093640,다믈멀티미디어,2870
