,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
651,092070,KOSDAQ,디엔에프,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체),2007-11-16,12월,김명운,,대전광역시
652,134580,KOSDAQ,디엠티,통신 및 방송 장비 제조업,셋톱박스,2013-11-26,12월,권영철,http://www.dmt.kr,서울특별시
653,039840,KOSDAQ,디오,의료용 기기 제조업,자동포장기계,2000-06-29,12월,김진백,http://dio.co.kr,부산광역시
654,196450,KOSDAQ,디오스텍,사진장비 및 광학기기 제조업,휴대폰용카메라렌즈모듈제조,2014-06-02,12월,김선봉,http://diostech.co.kr,경기도
657,104460,KOSDAQ,디와이피엔에프,일반 목적용 기계 제조업,뉴메틱 컨베잉 시스템(분체이송시스템),2009-12-22,12월,조좌진,http://www.dypnf.com,서울특별시
658,079810,KOSDAQ,디이엔티,특수 목적용 기계 제조업,FPD공정검사장비,2005-01-26,12월,배성민,http://www.i-det.com,경기도
659,227100,KOSDAQ,디자인,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",스마트 액세서리(보조배터리 등),2018-11-15,12월,장관순,http://kokiripower.com,서울특별시
660,113810,KOSDAQ,디젠스,자동차 신품 부품 제조업,자동차용 소음기(머플러),2012-11-22,12월,이석우,http://www.dgenx.com,경기도
661,043360,KOSDAQ,디지아이,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터",2001-07-20,12월,최동호,http://www.dgi-net.com,경기도
662,197140,KOSDAQ,디지캡,소프트웨어 개발 및 공급업,"보호솔루션, 방송서비스솔루션 등",2018-09-07,12월,한승우,http://www.digicaps.com,서울특별시
663,106520,KOSDAQ,디지탈옵틱,사진장비 및 광학기기 제조업,휴대폰 및 차량용 카메라렌즈,2012-07-13,12월,곽윤식,http://www.digitaloptics.co.kr,경기도
664,068930,KOSDAQ,디지털대성,일반 교습 학원,대성N스쿨 (교육 프랜차이즈),2003-10-17,12월,김희선,http://www.digitaldaesung.com,서울특별시
665,033130,KOSDAQ,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스,1997-08-06,12월,김영수,http://www.chosun.com,서울특별시
666,105740,KOSDAQ,디케이락,일반 목적용 기계 제조업,"DK-Lok 피팅, D-Pro 밸브",2010-11-12,12월,노은식,http://dklok.com,경상남도
667,263020,KOSDAQ,디케이앤디,플라스틱제품 제조업,합성피혁 및 부직포,2018-11-20,12월,최민석,http://www.dknd.co.kr,경기도
668,290550,KOSDAQ,디케이티,전자부품 제조업,스마트폰용 FPCA,2018-12-21,12월,최남채,http://www.dtktech.co.kr/,인천광역시
670,187220,KOSDAQ,디티앤씨,기타 과학기술 서비스업,전기전자규격 인증서비스,2014-12-17,12월,박채규,http://www.dtnc.co.kr,경기도
673,131180,KOSDAQ,딜리,컴퓨터 및 주변장치 제조업,디지털 UV 프린터,2011-01-31,12월,최근수,,경기도
674,317120,KOSDAQ,라닉스,반도체 제조업,"자동차 및 IoT 통신,보안 솔루션",2019-09-18,12월,최승욱,http://ranix.co.kr,서울특별시
675,042510,KOSDAQ,라온시큐어,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급,2001-01-03,12월,이순형,http://www.raonsecure.com,서울특별시
677,300120,KOSDAQ,라온피플,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서",2019-10-18,12월,이석중,http://www.laonpeople.com/,경기도
678,036170,KOSDAQ,라이브파이낸셜,반도체 제조업,LED패키지,1999-12-21,12월,강두성,http://www.ctgen.kr,경기도
679,050120,KOSDAQ,라이브플렉스,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,신희민,http://www.liveplex.co.kr,서울특별시
680,171120,KOSDAQ,라이온켐텍,기타 화학제품 제조업,"합성왁스, 인조대리석",2013-11-19,12월,"박희원, 박서영",http://www.lion-chemtech.co.kr,대전광역시
681,069540,KOSDAQ,라이트론,통신 및 방송 장비 제조업,"광가입자용 광송수신모듈, CATV/이동통신용 광부품",2004-02-13,12월,이병주,http://www.lightron.co.kr,대전광역시
683,214260,KOSDAQ,라파스,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시
686,171010,KOSDAQ,램테크놀러지,기초 화학물질 제조업,"AMOLED 마스크 세정액, 반도체 식각액, 반도체 박리액",2013-11-18,12월,길준봉,http://www.ramtech.co.kr,경기도
687,084650,KOSDAQ,랩지노믹스,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,2014-12-16,12월,진승현,http://www.labgenomics.co.kr,경기도
688,217500,KOSDAQ,러셀,특수 목적용 기계 제조업,반도체장비 리퍼비시,2015-06-16,12월,권순욱,http://www.erussell.co.kr/,충청북도
690,033600,KOSDAQ,럭슬,자동차 신품 부품 제조업,김치냉장고부품,2000-11-21,12월,김연순,http://www.ezentech.co.kr,경기도
691,141080,KOSDAQ,레고켐바이오,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시
692,060300,KOSDAQ,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR",2002-01-10,12월,윤종혁,http://www.redrover.co.kr,경기도
693,038390,KOSDAQ,레드캡투어,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",2000-02-01,12월,인유성,http://www.redcap.co.kr,서울특별시
694,294140,KOSDAQ,레몬,화학섬유 제조업,"EMI Shield Can, 나노멤브레인 등",2020-02-28,12월,김효규,http://www.lemonano.co.kr,경상북도
695,228670,KOSDAQ,레이,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)",2019-08-08,12월,이상철,http://www.raymedical.co.kr/,경기도
696,228850,KOSDAQ,레이언스,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",2016-04-11,12월,김태우,http://www.rayence.com,경기도
697,281740,KOSDAQ,레이크머티리얼즈,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,12월,김진동,http://www.lake-led.com,세종특별자치시
698,215100,KOSDAQ,로보로보,기타 전기장비 제조업,교육용로봇,2015-04-22,12월,박병수,http://www.roborobo.co.kr,서울특별시
699,090360,KOSDAQ,로보스타,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비",2011-10-17,12월,강귀덕,http://robostar.co.kr,경기도
701,108490,KOSDAQ,로보티즈,특수 목적용 기계 제조업,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",2018-10-26,12월,김병수,,서울특별시
702,900260,KOSDAQ,로스웰,기타 금융업,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈",2016-06-30,12월,저우샹동,,홍콩
703,067730,KOSDAQ,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29,12월,이규현,http://www.logisys.co.kr,서울특별시
704,071280,KOSDAQ,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도
719,038060,KOSDAQ,루멘스,반도체 제조업,LED개발 및 제조,2006-08-08,12월,유태경,http://www.lumens.co.kr,경기도
720,082800,KOSDAQ,루미마이크로,반도체 제조업,백색발광다이오드(LED),2005-11-18,12월,"한재관, 조현승(각자대표이사)",http://www.lumimicro.com,경기도
722,085370,KOSDAQ,루트로닉,의료용 기기 제조업,의료용레이저기기,2006-07-04,12월,황해령,http://www.lutronic.com,경기도
723,08537M,KOSDAQ,루트로닉3우C,,,,,,,
726,060240,KOSDAQ,룽투코리아,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)",2002-01-04,12월,양 성 휘,http://www.longtukorea.kr/,경기도
727,058470,KOSDAQ,리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18,12월,이채윤,http://www.leeno.co.kr,부산광역시
728,039980,KOSDAQ,리노스,"섬유, 의복, 신발 및 가죽제품 소매업","TRS통신, Kipling Bag외",2002-08-13,12월,"김웅, 박병근 (각자 대표이사)",http://www.leenos.co.kr,서울특별시
729,019570,KOSDAQ,리더스 기술투자,신탁업 및 집합투자업,금융투자,1989-03-14,03월,나용선,http://www.geminivc.co.kr,서울특별시
730,016100,KOSDAQ,리더스코스메틱,기타 화학제품 제조업,화장품,2003-01-15,12월,김진구,http://www.leaderscosmetics.com,서울특별시
731,012700,KOSDAQ,리드코프,기타 전문 도매업,화공약품운반,1996-01-19,12월,김철우,http://www.leadcorp.co.kr,서울특별시
732,302550,KOSDAQ,리메드,의료용 기기 제조업,자기장 치료기기,2019-12-06,12월,-,http://remed.kr,대전광역시
733,277070,KOSDAQ,린드먼아시아,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자",2018-03-14,12월,김진하,http://www.laic.kr,서울특별시
734,042500,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10,12월,이주석,http://www.ringnet.co.kr,서울특별시
735,219420,KOSDAQ,링크제니시스,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,12월,정성우,http://www.linkgenesis.co.kr,경기도
737,195500,KOSDAQ,마니커에프앤지,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",2019-08-20,12월,윤두현,http://www.manikerfng.com,경기도
738,222810,KOSDAQ,마이더스AI,소프트웨어 개발 및 공급업,보안솔루션 개발 외,2015-08-13,12월,"김대곤, 서상철(각자 대표이사)",http://www.bionicsgene.co.kr,서울특별시
739,305090,KOSDAQ,마이크로디지탈,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,12월,김경남,http://www.md-best.com,경기도
740,098120,KOSDAQ,마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도
741,227950,KOSDAQ,마이크로텍,특수 목적용 기계 제조업,기업인수 및 합병,2015-11-18,06월,"김정민, 이성진(각자대표)",,경기도
742,147760,KOSDAQ,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드,2016-12-12,12월,조병호,http://www.microfriend.co.kr,서울특별시
743,169330,KOSDAQ,마크로밀엠브레인,시장조사 및 여론조사업,온라인 및 오프라인 리서치,2020-07-01,06월,최인수,http://embrain.com/,서울특별시
744,038290,KOSDAQ,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2000-02-22,12월,이수강,http://www.macrogen.com,서울특별시
747,267980,KOSDAQ,매일유업,낙농제품 및 식용빙과류 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",2017-06-05,12월,김선희,http://www.maeil.com,서울특별시
748,005990,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업,유제품,1999-05-14,12월,"김정완, 권태훈(각자대표이사)",http://www.maeil.com,서울특별시
749,127160,KOSDAQ,매직마이크로,전자부품 제조업,"LED 리드프레임, LED PKG",2015-11-19,12월,장양욱,http://www.magicmicro.co.kr,경기도
750,093520,KOSDAQ,매커스,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시
751,141070,KOSDAQ,맥스로텍,특수 목적용 기계 제조업,갠트리로봇 공장자동화시스템,2012-11-16,12월,정경욱,http://www.maxrotec.com,대구광역시
758,100590,KOSDAQ,머큐리,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비",2018-12-14,12월,황 하영,,인천광역시
760,067280,KOSDAQ,멀티캠퍼스,기타 교육기관,e-Learning서비스,2006-11-16,12월,유연호,http://www.multicampus.com,서울특별시
761,072870,KOSDAQ,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21,12월,"손주은, 손은진(각자 대표이사)",http://corp.megastudy.net,서울특별시
762,215200,KOSDAQ,메가스터디교육,일반 교습 학원,"오프라인 학원, 온라인 강의",2015-05-04,12월,손성은,http://www.megastudy.net,서울특별시
763,133750,KOSDAQ,메가엠디,일반 교습 학원,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의",2015-12-18,12월,임수아,http://www.megamd.co.kr,서울특별시
764,235980,KOSDAQ,메드팩토,자연과학 및 공학 연구개발업,항암제 신약개발,2019-12-19,12월,김성진,http://www.medpacto.com,서울특별시
766,041920,KOSDAQ,메디아나,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",2014-10-07,12월,길문종,http://www.mediana.co.kr,강원도
768,014100,KOSDAQ,메디앙스,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,12월,김은정,http://www.medience.co.kr,서울특별시
770,054180,KOSDAQ,메디콕스,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션,2001-10-16,12월,강진,http://www.megabion.co.kr,서울특별시
771,086900,KOSDAQ,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도
772,047920,KOSDAQ,메디포럼제약,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",2015-12-21,12월,박재형,http://www.medipharms.co.kr,경기도
773,078160,KOSDAQ,메디포스트,기초 의약물질 및 생물학적 제제 제조업,제대혈은행,2005-07-29,12월,양윤선,http://www.medi-post.co.kr,경기도
774,065650,KOSDAQ,메디프론,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21,12월,"노기선,장대용",http://medifon.com,서울특별시
779,021880,KOSDAQ,메이슨캐피탈,기타 금융업,리스수입,1996-09-02,03월,"박승욱, 김정훈(각자 대표이사)",http://mason-capital.co.kr,전라북도
780,140410,KOSDAQ,메지온,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제",2012-01-20,12월,박동현,,서울특별시
781,241770,KOSDAQ,메카로,기타 화학제품 제조업,반도체용 전구체 및 히터블록,2017-12-06,12월,이재정,http://www.mecaro.com,경기도
783,059210,KOSDAQ,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도
784,327260,KOSDAQ,메탈라이프,전자부품 제조업,"광통신, RF통신용 패키지",2019-12-24,12월,한기우,http://www.metal-life.co.kr,경기도
785,058110,KOSDAQ,멕아이씨에스,의료용 기기 제조업,인공호흡기,2015-12-14,12월,김종철,http://www.mek-ics.com,경기도
786,096640,KOSDAQ,멜파스,전자부품 제조업,"터치센서 칩, 터치스크린 모듈, 터치키 모듈 제조",2009-12-18,12월,배상열,http://www.melfas.com,경기도
788,257370,KOSDAQ,명성티엔에스,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비",2018-09-13,12월,김준규,http://www.ms-mc.co.kr,대구광역시
792,080420,KOSDAQ,모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터",2005-12-06,12월,"박인길, 권오일(각자 대표이사)",http://www.innochips.co.kr,경기도
793,080160,KOSDAQ,모두투어,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선",2005-07-26,12월,우종웅,http://www.modetour.co.kr,서울특별시
795,100030,KOSDAQ,모바일리더,소프트웨어 개발 및 공급업,"Sync 솔루션, 멀티미디어 솔루션",2010-05-25,12월,장진혁,http://mobileleader.com,서울특별시
796,087260,KOSDAQ,모바일어플라이언스,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS",2017-02-24,12월,이재신,http://www.mobileappliance.co.kr,경기도
797,101330,KOSDAQ,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04,12월,"손병준, 김낙순",http://www.mobase.com,경기도
798,012860,KOSDAQ,모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,12월,김호,http://www.mobaseelec.com,경기도
799,250060,KOSDAQ,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업인수합병,2016-09-08,12월,김지헌,,경기도
800,033200,KOSDAQ,모아텍,전자부품 제조업,위치제어용초정및소형모터,1997-10-13,03월,이제희,http://www.moatech.co.kr,인천광역시
802,118990,KOSDAQ,모트렉스,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04,12월,이형환,http://www.motrex.co.kr,경기도
803,006920,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1989-01-05,12월,이기명,http://www.imohenz.com,충청남도
805,001810,KOSDAQ,무림SP,"펄프, 종이 및 판지 제조업","아트지,CCP지",2000-01-04,12월,이도균,http://www.moorim.co.kr,서울특별시
810,279600,KOSDAQ,미디어젠,소프트웨어 개발 및 공급업,음성인식 소프트웨어 기술개발,2019-11-05,12월,고훈,http://www.mediazen.co.kr,경기도
811,028040,KOSDAQ,미래SCI,상품 중개업,규사,1996-07-27,12월,박정수,http://www.miraesci.com,충청북도
812,095500,KOSDAQ,미래나노텍,플라스틱제품 제조업,LCDBLU용광학필름,2007-10-01,12월,김철영,,충청북도
814,218150,KOSDAQ,미래생명자원,동물용 사료 및 조제식품 제조업,동물용 사료 및 조제식품 제조업,2015-06-18,12월,김성진,http://www.milaebio.com,서울특별시
818,353490,KOSDAQ,미래에셋대우스팩 5호,금융 지원 서비스업,금융 지원 서비스업,2020-08-28,12월,김영도,,서울특별시
819,328380,KOSDAQ,미래에셋대우스팩3호,금융 지원 서비스업,기업인수합병,2019-08-20,12월,이경하,,서울특별시
820,333430,KOSDAQ,미래에셋대우스팩4호,금융 지원 서비스업,기업인수합병,2019-11-06,12월,서재일,,서울특별시
823,100790,KOSDAQ,미래에셋벤처투자,기타 금융업,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,2019-03-15,12월,김응석,http://venture.miraeasset.co.kr,경기도
825,049950,KOSDAQ,미래컴퍼니,특수 목적용 기계 제조업,EdgeGrinder,2005-01-04,12월,김준구,http://www.meerecompany.com,경기도
826,213090,KOSDAQ,미래테크놀로지,소프트웨어 개발 및 공급업,OTP,2015-12-01,12월,임수익,http://www.mirae-tech.co.kr,서울특별시
827,207760,KOSDAQ,미스터블루,기타 정보 서비스업,"온라인 만화 콘텐츠 서비스 및 제공, 만화 출판",2014-12-12,12월,조승진,http://www.mrblue.com,서울특별시
834,059090,KOSDAQ,미코,반도체 제조업,반도체 및 디스플레이 부품 제조,2002-01-15,12월,하태형,http://www.mico.kr,경기도
836,201490,KOSDAQ,미투온,소프트웨어 개발 및 공급업,소셜 카지노 게임,2016-10-10,12월,손창욱,http://www.me2on.com,서울특별시
837,950190,KOSDAQ,미투젠,소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",2020-08-18,12월,린즈웨이/라우호밍,http://www.me2zen.com,홍콩
838,214180,KOSDAQ,민앤지,기타 정보 서비스업,휴대폰부가서비스,2015-06-30,12월,이현철,http://www.minwise.co.kr,서울특별시
841,206640,KOSDAQ,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,기업인수합병,2014-12-29,12월,최의열,,강원도
842,018700,KOSDAQ,바른손,"영화, 비디오물, 방송프로그램 제작 및 배급업",지제품,1994-03-18,12월,"강신범, 안은미",http://www.barunson.co.kr,경기도
843,035620,KOSDAQ,바른손이앤에이,"영화, 비디오물, 방송프로그램 제작 및 배급업",게임 개발 및 서비스,1999-08-13,12월,"박진홍, 곽신애(각자대표)",http://www.barunsongames.com,서울특별시
844,064520,KOSDAQ,바른전자,반도체 제조업,"메모리 카드, 스마트 카드 등",2002-12-04,12월,안영민,http://www.bec.co.kr,경기도
845,029480,KOSDAQ,바른테크놀로지,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리",1996-08-27,12월,"이상연,이종명(각자 대표이사)",http://www.kdccorp.co.kr,서울특별시
846,053030,KOSDAQ,바이넥스,의약품 제조업,"정장제, 소화제",2001-08-07,12월,이혁종,http://www.bi-nex.co.kr,부산광역시
847,064550,KOSDAQ,바이오니아,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비",2005-12-29,12월,박한오,http://www.bioneer.co.kr,대전광역시
848,208710,KOSDAQ,바이오로그디바이스,전자부품 제조업,모바일용 카메라모듈 부품외,2014-12-24,12월,이재선,http://www.biologdevice.com,경기도
849,142760,KOSDAQ,바이오리더스,자연과학 및 공학 연구개발업,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신",2016-07-07,12월,박영철,http://www.bioleaders.co.kr,경기도
850,086820,KOSDAQ,바이오솔루션,기초 의약물질 및 생물학적 제제 제조업,"세포치료제, 인체조직모델 등",2018-08-20,12월,장송선,http://www.biosolutions.co.kr/,서울특별시
851,038460,KOSDAQ,바이오스마트,전자부품 제조업,"M/S 카드제조업, IC 카드제조, 카드장비판매",2000-06-22,12월,윤호권,http://www.bio-smart.com,서울특별시
855,086040,KOSDAQ,바이오톡스텍,자연과학 및 공학 연구개발업,"안전성평가,유효성평가",2007-09-21,12월,강종구,http://www.biotoxtech.com,충청북도
857,032980,KOSDAQ,바이온,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품",1997-08-06,12월,김병준,http://www.by-on.co.kr,충청북도
859,043150,KOSDAQ,바텍,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",2006-09-29,12월,현정훈,http://www.vatech.co.kr,경기도
861,267790,KOSDAQ,배럴,봉제의복 제조업,래쉬가드 및 워터스포츠 등,2018-02-01,12월,"이상훈, 서종환",http://www.getbarrel.com,서울특별시
863,046310,KOSDAQ,백금T&A,통신 및 방송 장비 제조업,레이더디텍터,2002-02-05,12월,임학규,http://www.bgtna.com,경기도
865,036620,KOSDAQ,버추얼텍,기타 전문 도매업,"고지유통, ERP시스템 운영",2000-01-11,12월,김호선,http://www.virtualtek.co.kr,서울특별시
866,066410,KOSDAQ,버킷스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",DVD타이틀,2003-12-19,12월,강지연,http://www.towin-global.com,서울특별시
868,019010,KOSDAQ,베뉴지,종합 소매업,"백화점, 할인점",1993-11-05,12월,김만진,http://www.granddept.co.kr,서울특별시
869,177350,KOSDAQ,베셀,특수 목적용 기계 제조업,디스플레이 제조장비,2015-06-19,12월,서기만,http://www.vessel21.com,경기도
870,299910,KOSDAQ,베스파,소프트웨어 개발 및 공급업,모바일게임,2018-12-03,12월,김진수,http://www.vespainteractive.com/,서울특별시
876,225530,KOSDAQ,보광산업,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",2015-12-17,12월,김윤수,http://www.bokwangindustry.co.kr,대구광역시
877,250000,KOSDAQ,보라티알,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류",2017-06-08,12월,박성칠,http://www.boratr.co.kr,서울특별시
880,006910,KOSDAQ,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재,1994-09-07,12월,임재황,http://www.bosungpower.co.kr,충청북도
882,226340,KOSDAQ,본느,기타 화학제품 제조업,기업인수합병,2015-11-05,12월,임성기,,서울특별시
888,014470,KOSDAQ,부방,기타 금융업,"수정진동자, 수정발진기, 전기보온밥솥 등",1994-02-25,12월,박규원,http://main.lihom-cuchen.com,서울특별시
892,008470,KOSDAQ,부스타,"구조용 금속제품, 탱크 및 증기발생기 제조업","관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매",2011-02-23,12월,유승협,http://www.booster.co.kr,충청북도
893,100120,KOSDAQ,뷰웍스,의료용 기기 제조업,X-Ray Detector,2009-04-10,12월,김후식,http://www.vieworks.com,경기도
894,337930,KOSDAQ,브랜드엑스코퍼레이션,기타 정보 서비스업,"애슬레저의류, 생활/청결 용품",2020-08-13,12월,"강민준, 이수연",http://www.brandxcorp.com/,서울특별시
895,066980,KOSDAQ,브레인콘텐츠,기타 정보 서비스업,TFT-LCD용 광기능성 필름,2003-01-17,12월,문종욱,http://www.braincontents.kr,서울특별시
896,064480,KOSDAQ,브리지텍,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업",2008-06-04,12월,신경식,http://www.bridgetec.co.kr,서울특별시
897,288330,KOSDAQ,브릿지바이오테라퓨틱스,기초 의약물질 및 생물학적 제제 제조업,"펠리노-1 단백질 저해제, 오토택신 저해제",2019-12-20,12월,이정규,http://www.bridgebiorx.com,경기도
898,251630,KOSDAQ,브이원텍,특수 목적용 기계 제조업,LCD/OLED 압흔검사기,2017-07-13,12월,김선중,http://www.v-one.co.kr,경기도
899,018290,KOSDAQ,브이티지엠피,컴퓨터 및 주변장치 제조업,라미네이팅필름,1994-09-07,12월,"정철, 김양평(공동대표이사)",http://www.gmp.co.kr,경기도
900,263920,KOSDAQ,블러썸엠앤씨,그외 기타 제품 제조업,"화장용 스펀지, 퍼프",2017-09-28,12월,지영주,http://www.blossommnc.com,인천광역시
901,033560,KOSDAQ,블루콤,영상 및 음향기기 제조업,"마이크로스피커, 블루투스헤드셋, Linear 진동모터",2011-01-26,12월,김종규,http://www.bluec.co.kr,인천광역시
903,121800,KOSDAQ,비덴트,통신 및 방송 장비 제조업,방송용 LCD모니터,2011-12-01,12월,김영만,http://www.tvlogic.co.kr,서울특별시
904,148140,KOSDAQ,비디아이,일반 목적용 기계 제조업,"탈황설비, 전기집진기, 회처리 및 회정제설비",2017-11-09,12월,김일강(단독 대표이사),http://www.bdindustry.co.kr/,경기도
907,200780,KOSDAQ,비씨월드제약,의약품 제조업,"마취통증약, 순환계약, 항생제, 기타처방약",2014-12-15,12월,홍성한,http://www.bcwp.co.kr,경기도
908,141000,KOSDAQ,비아트론,특수 목적용 기계 제조업,AMOLED 등 제조장비,2012-05-04,12월,김 형 준,http://www.viatrontech.com,경기도
909,090460,KOSDAQ,비에이치,전자부품 제조업,연성인쇄회로기판(FPCB),2007-01-26,12월,이경환,http://www.bhe.co.kr,인천광역시
910,083650,KOSDAQ,비에이치아이,일반 목적용 기계 제조업,"보일러,열교환기등",2005-12-02,12월,"우종인, 조원래 (각자 대표이사)",http://www.bhi.co.kr,경상남도
913,086670,KOSDAQ,비엠티,일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)",2007-11-02,12월,윤종찬,http://superlok.com,경상남도
914,138580,KOSDAQ,비즈니스온,소프트웨어 개발 및 공급업,전자세금계산서 발행서비스(스마트빌),2017-11-30,12월,"라민상, 강민철, 이병두(공동대표이사)",http://www.businesson.co.kr,서울특별시
915,082920,KOSDAQ,비츠로셀,일차전지 및 축전지 제조업,리튬1차전지,2009-10-28,12월,장승국,http://www.vitzrocell.com,충청남도
916,054220,KOSDAQ,비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","원방감시제어시스템, 분산제어시스템",2001-12-26,03월,변석재,http://www.vitzrosys.com,서울특별시
917,042370,KOSDAQ,비츠로테크,기타 금융업,"차단기, 개폐기",2000-08-03,12월,"장순상,유병언,이상권(각자대표)",http://www.vitzrotech.com,경기도
