,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
1300,084850,KOSDAQ,아이티엠반도체,전자부품 제조업,배터리 보호회로,2019-11-07,12월,나혁휘,,충청북도
1302,027360,KOSDAQ,아주IB투자,기타 금융업,,2018-11-21,12월,김지원,http://www.ajuib.co.kr,서울특별시
1304,032080,KOSDAQ,아즈텍WB,"섬유제품 염색, 정리 및 마무리 가공업",직물,2000-10-26,12월,허 재 명,http://www.AZTECHWB.co.kr,부산광역시
1305,013310,KOSDAQ,아진산업,자동차 신품 부품 제조업,자동차 차체 부품,2015-12-22,12월,서중호,http://www.wamc.co.kr,경상북도
1306,059120,KOSDAQ,아진엑스텍,반도체 제조업,"전자집적회로, 모션제어칩",2014-07-24,12월,김창호,http://www.ajinextek.com,대구광역시
1307,158430,KOSDAQ,아톤,소프트웨어 개발 및 공급업,"모바일금융솔루션, mOTP 개발",2019-10-17,12월,김종서,http://www.atoncorp.com,서울특별시
1309,067160,KOSDAQ,아프리카TV,소프트웨어 개발 및 공급업,미디어플랫폼,2003-12-19,12월,"Seo Soo Kiel, Jung Chan Yong",http://corp.afreecatv.com,경기도
1310,001540,KOSDAQ,안국약품,의약품 제조업,"그랑파제, 토비콤-S",2000-06-15,12월,"어준선, 어진",http://www.ahn-gook.com,서울특별시
1311,053800,KOSDAQ,안랩,소프트웨어 개발 및 공급업,바이러스백신 프로그램,2001-09-13,12월,강석균,http://www.ahnlab.com,경기도
1313,065660,KOSDAQ,안트로젠,기타 전문 도매업,줄기세포치료제,2016-02-15,12월,이성구,http://www.anterogen.com,서울특별시
1314,297570,KOSDAQ,알로이스,통신 및 방송 장비 제조업,안드로이드 OTT 멀티미디어 디바이스,2018-07-20,12월,권충식,http://www.aloys.co.kr,경기도
1316,260660,KOSDAQ,알리코제약,의료용품 및 기타 의약 관련제품 제조업,완제 의약품,2018-02-12,12월,"이항구,최재희(공동대표)",http://www.arlico.co.kr,서울특별시
1317,131370,KOSDAQ,알서포트,소프트웨어 개발 및 공급업,"원격지원,제어 솔루션",2011-01-05,12월,서형수,http://www.rsupport.com,서울특별시
1318,140670,KOSDAQ,알에스오토메이션,전자부품 제조업,"모션제어기, 드라이브, 에너지제어장치",2017-08-11,12월,강덕현,http://www.rsautomation.co.kr,경기도
1319,096610,KOSDAQ,알에프세미,반도체 제조업,"ECM, DIODE, LED Light",2007-11-20,12월,이진효,http://www.rfsemi.co.kr/,대전광역시
1320,061040,KOSDAQ,알에프텍,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",2002-05-16,12월,이진형,http://www.rftech.co.kr,경기도
1321,148250,KOSDAQ,알엔투테크놀로지,전자부품 제조업,"이동통신부품(커플러), 의료기기용기판, 파우더",2016-06-22,12월,이효종,http://www.rn2.co.kr,경기도
1322,196170,KOSDAQ,알테오젠,자연과학 및 공학 연구개발업,바이오시밀러 및 바이오베터,2014-12-12,12월,박순재,http://www.alteogen.com,대전광역시
1323,123750,KOSDAQ,알톤스포츠,그외 기타 운송장비 제조업,"운송장비,부품,자전거외",2010-07-02,12월,김신성,http://www.altonsports.co.kr,경기도
1324,085810,KOSDAQ,알티캐스트,소프트웨어 개발 및 공급업,"디지털 방송용 소프트웨어(셋톱박스용 미들웨어 등), CAS(수신제한시스템)",2013-12-06,12월,김태훈,http://www.alticast.co.kr,서울특별시
1325,117670,KOSDAQ,알파홀딩스,반도체 제조업,시스템 반도체 개발,2010-09-17,12월,"김영선, 구희도",http://www.alphachips.com,경기도
1326,291650,KOSDAQ,압타머사이언스,자연과학 및 공학 연구개발업,압타머기반 신약개발 및 진단제품 개발,2020-09-16,12월,한동일,http://www.aptsci.com,경기도
1327,293780,KOSDAQ,압타바이오,자연과학 및 공학 연구개발업,"용역매출(50.7%), 유전자전달체(32.7%), 압타머 연구용 시약(16.6%)",2019-06-12,12월,이수진,http://www.aptabio.com,경기도
1331,196300,KOSDAQ,애니젠,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,2016-12-07,12월,김재일,http://www.anygen.com,광주광역시
1332,310200,KOSDAQ,애니플러스,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송통신사업,2018-12-21,12월,전승택,http://www.aniplustv.com,서울특별시
1334,205500,KOSDAQ,액션스퀘어,소프트웨어 개발 및 공급업,모바일게임,2014-11-12,12월,김연준,http://www.action2quare.com,서울특별시
1335,052790,KOSDAQ,액토즈소프트,소프트웨어 개발 및 공급업,온라인 게임 및 모바일 게임,2001-08-14,12월,구오하이빈(Guo Haibin),http://www.actoz.com,서울특별시
1336,131400,KOSDAQ,액트,전자부품 제조업,연성회로기판,2010-12-27,12월,"김성범,윤경욱 각자대표",http://www.actfpc.com,대구광역시
1337,290740,KOSDAQ,액트로,전자부품 제조업,모바일용 액츄에이터 및 조립자동화 설비,2018-08-28,12월,하동길,http://www.actro.co.kr,경기도
1338,238090,KOSDAQ,앤디포스,플라스틱제품 제조업,"TSP용 양면 테이프, 윈도우 필름",2016-10-12,12월,김장호,http://www.ndfos.com,충청북도
1339,092600,KOSDAQ,앤씨앤,반도체 제조업,영상처리용 시스템반도체,2007-06-26,12월,김경수,http://nc-and.com,경기도
1340,174900,KOSDAQ,앱클론,의료용품 및 기타 의약 관련제품 제조업,항체의약품,2017-09-18,12월,이종서,http://www.abclon.co.kr,서울특별시
1341,255440,KOSDAQ,야스,특수 목적용 기계 제조업,"OLED 증착기, OLED 증착원",2017-09-29,12월,정광호,http://www.yasoled.com,경기도
1342,030960,KOSDAQ,양지사,인쇄 및 인쇄관련 산업,다이어리,1996-10-24,06월,이현,http://www.yangjisa.com,경기도
1343,102120,KOSDAQ,어보브반도체,반도체 제조업,"반도체,전자제품,마이크로컨트롤라",2009-06-05,12월,최원,http://abov.co.kr,충청북도
1344,238120,KOSDAQ,얼라인드,사진장비 및 광학기기 제조업,"자동세포카운팅시스템, 생체조직투명화시스템, 디지털세포이미징시스템",2016-11-03,12월,정연철,,경기도
1346,019990,KOSDAQ,에너토크,일반 목적용 기계 제조업,전동액츄에이터,2006-02-01,12월,장기원,http://www.enertork.com,경기도
1349,041440,KOSDAQ,에버다임,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업",2003-11-14,12월,전병찬,http://www.everdigm.com,충청북도
1351,038680,KOSDAQ,에스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네트워크장비 설치 및 납품, 유지보수",2000-04-27,12월,"박효대, 장병강",http://www.snetsystems.co.kr,서울특별시
1352,217480,KOSDAQ,에스디생명공학,기타 화학제품 제조업,"마스크팩, 기초화장품",2017-03-02,12월,박설웅,http://sdbiotech.co.kr,서울특별시
1353,121890,KOSDAQ,에스디시스템,전자부품 제조업,"요금징수시스템, 지능형교통시스템,하이패스단말기",2010-07-16,12월,박철웅,http://www.sdsystem.co.kr,경기도
1354,097780,KOSDAQ,에스맥,통신 및 방송 장비 제조업,휴대폰용키모듈,2008-01-23,12월,조경숙,,경기도
1355,073070,KOSDAQ,에스모,자동차 신품 부품 제조업,자동차용 와이어링 하네스,2004-01-28,12월,김정훈,http://www.nexentech.co.kr,울산광역시
1356,087730,KOSDAQ,에스모 머티리얼즈,합성고무 및 플라스틱 물질 제조업,반도체용EMC(EpoxyMoldingCompound),2008-04-04,12월,김정훈,http://esmom.co.kr,전라북도
1357,042110,KOSDAQ,에스씨디,가정용 기기 제조업,전자렌지용 MOTOR 및 냉장고용 TIMER,2000-07-13,12월,오길호,http://www.sscd.co.kr,경기도
1358,298060,KOSDAQ,에스씨엠생명과학,의약품 제조업,세포치료제,2020-06-17,12월,이병건,http://www.scmlifescience.com,인천광역시
1359,065420,KOSDAQ,에스아이리소스,석탄 광업,자카드직물,2002-08-22,12월,Ten Sun Ok(전순옥),http://www.siresource.co.kr,서울특별시
1361,103230,KOSDAQ,에스앤더블류,일반 목적용 기계 제조업,"디젤엔진부품, 산업부품, 단조품",2009-08-05,12월,정화섭,http://www.snwcorp.com,부산광역시
1363,900080,KOSDAQ,에스앤씨엔진그룹,기타 금융업,"오토바이, 제초기, 자동차기어",2009-12-04,12월,천진산,HK,홍콩
1364,101490,KOSDAQ,에스앤에스텍,전자부품 제조업,블랭크마스크,2009-04-14,12월,정수홍,,대구광역시
1365,095910,KOSDAQ,에스에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광발전시스템,태양전지모듈",2007-10-16,12월,박상민,http://www.s-energy.co.kr,경기도
1366,275630,KOSDAQ,에스에스알,소프트웨어 개발 및 공급업,"취약점 진단 솔루션, 모의해킹 컨설팅",2018-08-06,12월,고필주,http://www.ssrinc.co.kr,서울특별시
1367,031330,KOSDAQ,에스에이엠티,기계장비 및 관련 물품 도매업,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",2000-05-23,12월,박두진,http://www.isamt.com,서울특별시
1368,060540,KOSDAQ,에스에이티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","이동통신중계기용부품(제어기,광모듈,RF필터)",2006-11-28,12월,정성원,http://www.satech.co.kr,경기도
1370,056190,KOSDAQ,에스에프에이,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기",2001-12-18,12월,김영민,http://www.sfa.co.kr,경기도
1371,080000,KOSDAQ,에스엔유,특수 목적용 기계 제조업,"OLED증착장비, OLED봉지장비, LCD검사장비 등",2005-01-25,12월,박제순,http://www.snuprecision.com,충청남도
1375,041510,KOSDAQ,에스엠,오디오물 출판 및 원판 녹음업,"음반(CD,MC),연예 대리",2000-04-27,12월,"이성수, 탁영준",http://www.smtown.com,서울특별시
1377,007820,KOSDAQ,에스엠코어,일반 목적용 기계 제조업,"자동화물류서비스, 자동화공정설비",2011-11-08,12월,이응상,http://www.smck.com,서울특별시
1378,109610,KOSDAQ,에스와이,"구조용 금속제품, 탱크 및 증기발생기 제조업",샌드위치 패널,2015-12-29,12월,"조두영, 서인성 (공동대표이사)",http://www.sypanel.com,서울특별시
1380,306040,KOSDAQ,에스제이그룹,"가죽, 가방 및 유사제품 제조업","캉골 가방/모자, 헬렌카민스키 모자",2019-11-18,12월,이주영,http://www.sj-group.co.kr,서울특별시
1381,080440,KOSDAQ,에스제이케이,기타 전문 도매업,"자동차부품, 키보드 등",2005-05-13,12월,김도윤,http://SEJIN.COM,서울특별시
1384,096630,KOSDAQ,에스코넥,통신 및 방송 장비 제조업,WaferProber,2007-12-26,12월,박순관(단독대표이사),http://www.syconnect.co.kr,경기도
1385,069510,KOSDAQ,에스텍,영상 및 음향기기 제조업,스피커 및 스피커시스템,2003-11-14,12월,오인용,http://www.estec.co.kr,경상남도
1386,041910,KOSDAQ,에스텍파마,의약품 제조업,원료의약품,2004-02-06,12월,김재철,http://www.estechpharma.com,경기도
1387,234300,KOSDAQ,에스트래픽,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","교통관련 솔루션 개발, 시스템통합 S/W 개발",2017-12-05,12월,문찬종,http://www.straffic.co.kr,경기도
1388,039440,KOSDAQ,에스티아이,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템",2002-02-28,12월,"서인수, 이우석 (각자대표)",http://www.stinc.co.kr,경기도
1389,098660,KOSDAQ,에스티오,봉제의복 제조업,"셔츠,자켓/바지, 타이",2009-04-17,12월,김흥수,http://www.thesto.kr,서울특별시
1390,052020,KOSDAQ,에스티큐브,기계장비 및 관련 물품 도매업,"전자부품, 정보통신기기, 지능형로봇외",2001-07-05,12월,정현진,http://www.stcube.com,서울특별시
1391,237690,KOSDAQ,에스티팜,의약품 제조업,원료의약품,2016-06-23,12월,김경진,http://www.stpharm.co.kr,경기도
1392,050760,KOSDAQ,에스폴리텍,플라스틱제품 제조업,유무선 통신용 소프트웨어,2002-05-16,12월,이혁렬,http://www.spolytech.com,충청북도
1393,288620,KOSDAQ,에스퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건물용 연료전지, 발전용 연료전지",2018-10-15,12월,전희권,http://www.s-fuelcell.com/,경기도
1394,317830,KOSDAQ,에스피시스템스,특수 목적용 기계 제조업,산업용 갠트리 로봇,2019-08-14,12월,"심상균, 심효준",http://www.spsystems.co.kr,경상남도
1395,058610,KOSDAQ,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소형 Geared Motor,2002-07-23,12월,"이준호, 여영길(각자 대표이사)",http://www.spg.co.kr,인천광역시
1396,043340,KOSDAQ,에쎈테크,일반 목적용 기계 제조업,LPG밸브,2000-08-29,12월,"조시영, 조경호",http://www.essentech.co.kr,전라북도
1399,054630,KOSDAQ,에이디칩스,그외 기타 제품 제조업,비메모리 반도체칩,2001-11-13,12월,김미선,http://www.adc.co.kr,경기도
1400,200710,KOSDAQ,에이디테크놀로지,반도체 제조업,주문형 반도체,2014-12-16,12월,김준석,http://www.adtek.co.kr,경기도
1401,096690,KOSDAQ,에이루트,컴퓨터 및 주변장치 제조업,"POS프린터, Mobile프린터, Label프린터",2010-12-01,12월,서문동군,http://www.jstephen.co.kr,경기도
1404,298380,KOSDAQ,에이비엘바이오,기초 의약물질 및 생물학적 제제 제조업,항체의약품 연구개발,2018-12-19,12월,이상훈,http://www.ablbio.com,경기도
1406,195990,KOSDAQ,에이비프로바이오,특수 목적용 기계 제조업,소형 머시닝센터,2015-04-13,12월,"양진상,IAN CHAN",http://www.ugint.co.kr,대구광역시
1407,003800,KOSDAQ,에이스침대,가구 제조업,침대,1996-05-03,12월,안성호,http://www.acebed.co.kr,경기도
1408,088800,KOSDAQ,에이스테크,통신 및 방송 장비 제조업,"단말기용안테나,기지국용안테나",2006-03-27,12월,"구관영,홍익표(각자대표)",http://www.aceantenna.co.kr/kor/,인천광역시
1409,241840,KOSDAQ,에이스토리,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작,2019-07-19,12월,이상백,http://www.astory.co.kr,서울특별시
1410,138360,KOSDAQ,에이씨티,기타 화학제품 제조업,기능성 화장품 원료,2013-11-08,12월,김종서,http://www.actcos.com,충청북도
1411,039230,KOSDAQ,에이아이비트,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체 검사장비, TFT-LCD 검사장치& 검사장비",2000-06-22,12월,박준일,http://tscmemsys.com,서울특별시
1412,312610,KOSDAQ,에이에프더블류,일차전지 및 축전지 제조업,음극마찰용접단자,2019-07-01,12월,진정아,http://www.asanfw.com,경상북도
1415,072990,KOSDAQ,에이치시티,기타 과학기술 서비스업,기술검사서비스,2016-10-17,12월,이수찬,http://www.hct.co.kr,경기도
1417,176440,KOSDAQ,에이치엔티,전자부품 제조업,휴대폰 카메라 모듈,2016-11-28,12월,이상익,http://www.hntelec.com,서울특별시
1418,028300,KOSDAQ,에이치엘비,선박 및 보트 건조업,"각종 산업용 밸브류, 제지·제철용기계,기타 특수목적용 산업기계",1996-07-27,12월,진양곤,http://www.hlbkorea.com,울산광역시
1419,067630,KOSDAQ,에이치엘비생명과학,"건축기술, 엔지니어링 및 관련 기술 서비스업","ESCO 사업, 신재생에너지 사업",2008-11-25,12월,"진양곤, 남상우 (각자대표)",http://www.hlb-ls.com,경기도
1420,043220,KOSDAQ,에이치엘비파워,특수 목적용 기계 제조업,"발전설비 Damper, 전력설비 Busway",2001-07-03,12월,"임창윤, 김종원 / 각자대표이사",http://www.hlbpower.com,서울특별시
1421,239610,KOSDAQ,에이치엘사이언스,기타 식품 제조업,건강기능식품 등,2016-10-28,12월,이해연,http://www.hlscience.com,경기도
1422,353070,KOSDAQ,에이치엠씨제4호스팩,금융 지원 서비스업,기업인수합병,2020-07-29,12월,손혁,,서울특별시
1423,044780,KOSDAQ,에이치케이,특수 목적용 기계 제조업,레이저가공 절단기,2000-09-07,12월,계명재,http://www.hk-global.com,경기도
1424,071670,KOSDAQ,에이테크솔루션,특수 목적용 기계 제조업,"대형정밀금형(가전,자동차용 등)",2009-04-17,12월,유영목,http://www.atechsolution.co.kr,경기도
1425,045660,KOSDAQ,에이텍,컴퓨터 및 주변장치 제조업,"PC,모니터",2001-05-24,12월,한가진,http://www.atec.kr,경기도
1426,224110,KOSDAQ,에이텍티앤,통신 및 방송 장비 제조업,교통카드단말기,2015-08-25,12월,신승영,http://www.atectn.co.kr,경기도
1427,021080,KOSDAQ,에이티넘인베스트,신탁업 및 집합투자업,벤처캐피탈,1991-07-12,12월,"신기천, 이승용(각자대표)",http://www.hanmivc.co.kr,서울특별시
1428,089530,KOSDAQ,에이티세미콘,반도체 제조업,반도체 PKG&TEST,2011-11-11,12월,김형준,http://www.atsemi.com,경기도
1429,200470,KOSDAQ,에이팩트,"그외 기타 전문, 과학 및 기술 서비스업",메모리 반도체 테스트,2014-12-26,12월,이성동,http://www.hisem.co.kr,경기도
1431,036180,KOSDAQ,에이프런티어,기계장비 및 관련 물품 도매업,"무선통신,방송및응용장치제조업",1999-12-21,12월,김언중,http://www.younginfrontier.com,서울특별시
1432,262260,KOSDAQ,에이프로,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)",2020-07-16,12월,임종현,http://aproele.com/,경기도
1433,109960,KOSDAQ,에이프로젠 H&G,기타 전문 도매업,"차량용블루투스핸즈프리스피커폰, 가로동/보안등 어시스템, 모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",2009-11-13,12월,김재섭,http://www.aprogen-hng.com,경기도
1436,089970,KOSDAQ,에이피티씨,특수 목적용 기계 제조업,300mm Poly Etch System,2018-08-23,12월,최우형,http://www.iaptc.com/,경기도
1437,230240,KOSDAQ,에치에프알,통신 및 방송 장비 제조업,통신장비제조업,2015-12-16,12월,정종민,http://hfrnet.com,경기도
1438,064510,KOSDAQ,에코마이스터,특수 목적용 기계 제조업,SAP,2018-03-15,12월,"오상윤, 김종원(각자대표이사)",http://www.ecomaister.com/,인천광역시
1439,230360,KOSDAQ,에코마케팅,광고업,"온라인, 모바일 광고 종합대행업",2016-08-08,12월,김철웅,http://www.echomarketing.co.kr,서울특별시
1440,038870,KOSDAQ,에코바이오,사업시설 유지·관리 서비스업,"판매시점정보시스템(POS), 금전등록기",2001-05-29,12월,송효순,http://www.ecoenergyholdings.com,서울특별시
1441,128540,KOSDAQ,에코캡,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)",2018-12-05,12월,최영천,http://www.ecocab.co.kr,울산광역시
1442,086520,KOSDAQ,에코프로,기타 화학제품 제조업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,이동채,http://www.ecopro.co.kr,충청북도
1443,247540,KOSDAQ,에코프로비엠,일차전지 및 축전지 제조업,양극활물질,2019-03-05,12월,권우석,http://www.ecoprobm.co.kr,충청북도
1444,038110,KOSDAQ,에코플라스틱,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류,2000-03-23,12월,"서영종,김영석",http://WWW.AP.CO.KR,경상북도
1445,073540,KOSDAQ,에프알텍,통신 및 방송 장비 제조업,이동통신용중계기,2007-05-18,12월,남재국,http://www.frtek.co.kr,경기도
1447,064090,KOSDAQ,에프앤리퍼블릭,상품 종합 도매업,CCTV CAMERA 등,2002-12-17,12월,오창근,http://www.fnrepublic.com,서울특별시
1448,036810,KOSDAQ,에프에스티,전자부품 제조업,"펠리클(반도체부품),칠러장비,반도체유통",2000-01-18,12월,유장동,http://www.fstc.co.kr,경기도
1449,173940,KOSDAQ,에프엔씨엔터,창작 및 예술관련 서비스업,"콘서트, 음반/음원",2014-12-04,12월,"안석준, 한승훈(공동대표)",http://www.fncent.com,서울특별시
1450,083500,KOSDAQ,에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비",2017-02-27,12월,"김팔곤, 양상재(공동대표)",http://www.fnstech.com,충청남도
1451,054940,KOSDAQ,엑사이엔씨,실내건축 및 건축마무리 공사업,고주파고압변성기(FBT : Flyback Transformer),2001-12-13,12월,"구자극, 원종일 (각자 대표이사)",http://www.exaenc.com,서울특별시
1452,950130,KOSDAQ,엑세스바이오,의료용품 및 기타 의약 관련제품 제조업,"말라리아 진단키트(RDT), HIV 진단키트(RDT)",2013-05-30,12월,최영호,http://www.accessbio.net,미국
1453,205100,KOSDAQ,엑셈,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW",2014-11-07,12월,조종암,http://www.ex-em.com,서울특별시
1454,070300,KOSDAQ,엑스큐어,소프트웨어 개발 및 공급업,"USIM카드, 금융카드",2010-06-09,12월,이창수,http://www.sola-cia.com,서울특별시
1455,092870,KOSDAQ,엑시콘,특수 목적용 기계 제조업,반도체 검사장비,2015-10-22,12월,박상준,http://www.exicon.co.kr,경기도
1456,317870,KOSDAQ,엔바이오니아,그외 기타 제품 제조업,양전하필터(정수기),2019-10-24,12월,한정철,http://envioneer.com,경기도
1457,067570,KOSDAQ,엔브이에이치코리아,자동차 신품 부품 제조업,"헤드라이너, NVH부품",2013-12-03,12월,"곽정용,구자겸(각자 대표이사)",http://www.nvh-korea.co.kr,울산광역시
1459,101400,KOSDAQ,엔시트론,반도체 제조업,디지털오디오앰프칩,2009-03-31,12월,이건범,http://www.neofidelity.com,경기도
1461,217820,KOSDAQ,엔에스,특수 목적용 기계 제조업,2차전지 자동화 설비,2015-12-07,12월,이세용,http://www.cns2.co.kr,충청북도
1463,031860,KOSDAQ,엔에스엔,상품 종합 도매업,FLC,1997-01-07,12월,최병철,http://www.a-motion.co.kr,서울특별시
1466,310840,KOSDAQ,엔에이치스팩13호,금융 지원 서비스업,기업인수합병,2018-12-24,12월,허환,,서울특별시
1467,319400,KOSDAQ,엔에이치스팩14호,금융 지원 서비스업,기타 금융지원(SPAC),2019-05-08,12월,이준효,,서울특별시
1468,339950,KOSDAQ,엔에이치스팩15호,금융 지원 서비스업,기타 금융지원(SPAC),2019-12-24,12월,조선희,,서울특별시
1469,353190,KOSDAQ,엔에이치스팩16호,금융 지원 서비스업,금융지원 서비스,2020-06-17,12월,이택수,,서울특별시
1471,208860,KOSDAQ,엔지스테크널러지,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등",2016-07-28,12월,박용선,http://www.engistech.com,서울특별시
1472,183490,KOSDAQ,엔지켐생명과학,기초 의약물질 및 생물학적 제제 제조업,"EC-18(신약), 원료의약품",2018-02-21,12월,손기영,http://www.enzychem.co.kr,충청북도
1474,182400,KOSDAQ,엔케이맥스,기초 의약물질 및 생물학적 제제 제조업,"연구용 시약, NK Vue® KIT, SuperNK",2015-10-23,12월,박상우,http://www.nkmax.com,경기도
1476,206400,KOSDAQ,엔터메이트,소프트웨어 개발 및 공급업,"웹게임, 모바일게임",2014-12-10,12월,정집훈,http://www.entermate.com,서울특별시
1477,069410,KOSDAQ,엔텔스,소프트웨어 개발 및 공급업,운용지원솔루션,2007-06-20,12월,최영래,http://www.ntels.com,서울특별시
1478,198080,KOSDAQ,엔피디,전자부품 제조업,스마트폰 OLED용 FPCA,2020-03-16,12월,강명구,http://www.newportdisplay.co.kr,경기도
1479,048830,KOSDAQ,엔피케이,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱물질 제조업,2000-10-12,12월,"최상건, 최윤혁 각자 대표",http://www.npk.co.kr,경기도
1480,096870,KOSDAQ,엘디티,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC",2008-05-02,12월,정재천,,충청남도
1483,061970,KOSDAQ,엘비세미콘,반도체 제조업,"골드범핑, 솔더범핑 등",2011-01-31,12월,박노만,http://www.lbsemicon.com,경기도
1484,138690,KOSDAQ,엘아이에스,특수 목적용 기계 제조업,"LGP Engraving M/C, Cell Sealing M/C",2011-06-02,12월,임태원,http://www.ltsolution.com,경기도
1485,290650,KOSDAQ,엘앤씨바이오,의약품 제조업,"인체조직(피부, 뼈, 연골)",2018-11-01,12월,이환철,http://www.lncbio.co.kr,경기도
1486,066970,KOSDAQ,엘앤에프,일차전지 및 축전지 제조업,TFT-LCD BLU(Back Light Unit),2003-01-02,12월,허제홍,http://www.landf.co.kr,대구광역시
1487,156100,KOSDAQ,엘앤케이바이오,의료용 기기 제조업,척추 임플란트,2016-11-30,12월,"강국진,박근주(각자대표)",http://www.lnkbiomed.com,경기도
1489,073110,KOSDAQ,엘엠에스,전자부품 제조업,프리즘시트,2007-10-12,12월,조성민,,경기도
1490,083310,KOSDAQ,엘오티베큠,특수 목적용 기계 제조업,반도체제조용진공펌프,2005-10-05,12월,오흥식,http://www.lotvacuum.com,경기도
1491,297890,KOSDAQ,엘이티,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,12월,이흥근,http://www.letkr.com,충청남도
1492,037950,KOSDAQ,엘컴텍,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL",2000-08-24,12월,김영훈,http://www.elcomtec.co.kr,경기도
1493,170920,KOSDAQ,엘티씨,기초 화학물질 제조업,FPD(LCD/OLED) 및 반도체용 박리액,2013-10-08,12월,최호성,http://www.l-tech.co.kr,경기도
1494,058630,KOSDAQ,엠게임,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,권이형,http://www.mgamecorp.com,서울특별시
1496,019590,KOSDAQ,엠벤처투자,신탁업 및 집합투자업,벤처캐피탈,1989-03-14,12월,"홍성혁, 천승욱",http://www.m-vc.co.kr,서울특별시
1497,097520,KOSDAQ,엠씨넥스,영상 및 음향기기 제조업,휴대폰용자동차용 카메라모듈,2012-07-25,12월,민동욱,http://www.mcnex.com,서울특별시
1498,179290,KOSDAQ,엠아이텍,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기,2018-11-29,12월,박진형,http://www.mitech.co.kr,경기도
1500,009780,KOSDAQ,엠에스씨,기타 식품 제조업,식품첨가물,1993-10-12,12월,"김길제, 김호석",http://www.msckorea.com,경상남도
1501,123040,KOSDAQ,엠에스오토텍,자동차 신품 부품 제조업,자동차 차체 부품,2010-08-06,12월,김범준,http://ms-global.com,경상북도
1503,032790,KOSDAQ,엠젠플러스,기계장비 및 관련 물품 도매업,"Bio 이종장기 사업, ICT 프린터 현상기",1997-06-26,12월,송연호,http://www.mgenplus.com,서울특별시
1504,033160,KOSDAQ,엠케이전자,전자부품 제조업,반도체용세금선,1997-11-10,12월,이진,http://www.mke.co.kr,경기도
1505,347890,KOSDAQ,엠투아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","스마트HMI, 스마트SCADA, 스마트팩토리솔루션",2020-07-29,12월,김정열,http://www.m2i.co.kr,경기도
1506,033310,KOSDAQ,엠투엔,기타 금속 가공제품 제조업,산업용자동제어반기기,1997-11-10,12월,김상원,http://www.dkdni.co.kr,서울특별시
1507,259630,KOSDAQ,엠플러스,특수 목적용 기계 제조업,이차전지 자동화 조립설비,2017-09-20,12월,김종성,http://www.mplusi.co.kr,충청북도
1508,115960,KOSDAQ,연우,플라스틱제품 제조업,화장품 용기,2015-11-02,12월,기중현,http://www.yonwookorea.com,인천광역시
1509,060850,KOSDAQ,영림원소프트랩,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등",2020-08-12,12월,권영범,http://ksystem.co.kr,서울특별시
1511,007530,KOSDAQ,영신금속,기타 금속 가공제품 제조업,"볼트, 나사",1994-08-05,12월,선지영,http://www.ysmic.co.kr,경기도
1512,143540,KOSDAQ,영우디에스피,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비,2014-10-29,12월,박금성,http://www.ywdsp.com,충청남도
