Date,High,Low,Open,Close,Volume,Adj Close
1997-07-01,760.52001953125,744.6699829101562,744.97998046875,758.030029296875,0.0,758.030029296875
1997-07-02,777.2899780273438,763.3900146484375,763.3900146484375,777.2899780273438,0.0,777.2899780273438
1997-07-03,782.1699829101562,773.27001953125,778.8200073242188,775.260009765625,0.0,775.260009765625
1997-07-04,783.239990234375,773.9000244140625,776.02001953125,781.7000122070312,0.0,781.7000122070312
1997-07-07,777.75,772.1400146484375,777.7000122070312,773.510009765625,0.0,773.510009765625
1997-07-08,774.0,761.5700073242188,773.0,767.739990234375,0.0,767.739990234375
1997-07-09,772.239990234375,763.969970703125,768.260009765625,771.989990234375,0.0,771.989990234375
1997-07-10,773.1699829101562,765.5,771.989990234375,767.77001953125,0.0,767.77001953125
1997-07-11,771.0800170898438,762.7100219726562,766.9099731445312,768.2999877929688,0.0,768.2999877929688
1997-07-14,770.72998046875,763.6099853515625,767.1699829101562,764.4500122070312,0.0,764.4500122070312
1997-07-15,764.2000122070312,748.469970703125,762.9299926757812,755.0499877929688,0.0,755.0499877929688
1997-07-16,750.3499755859375,737.5900268554688,750.3499755859375,739.719970703125,0.0,739.719970703125
1997-07-18,748.0599975585938,736.7100219726562,737.22998046875,747.3699951171875,0.0,747.3699951171875
1997-07-21,747.52001953125,736.9199829101562,741.02001953125,740.9299926757812,0.0,740.9299926757812
1997-07-22,741.1500244140625,723.4600219726562,740.8900146484375,725.97998046875,0.0,725.97998046875
1997-07-23,730.780029296875,721.6699829101562,723.5599975585938,730.5800170898438,0.0,730.5800170898438
1997-07-24,739.0399780273438,724.9199829101562,729.4199829101562,739.0399780273438,0.0,739.0399780273438
1997-07-25,746.8699951171875,733.5900268554688,739.8200073242188,733.6400146484375,0.0,733.6400146484375
1997-07-28,738.1300048828125,730.9099731445312,732.5599975585938,733.9199829101562,0.0,733.9199829101562
1997-07-29,734.6300048828125,731.4099731445312,733.6799926757812,732.6799926757812,0.0,732.6799926757812
1997-07-30,736.280029296875,726.0599975585938,733.6300048828125,726.8900146484375,0.0,726.8900146484375
1997-07-31,726.1199951171875,721.4000244140625,724.780029296875,726.1199951171875,0.0,726.1199951171875
1997-08-01,735.1699829101562,726.7899780273438,726.8400268554688,731.4500122070312,0.0,731.4500122070312
1997-08-04,734.6900024414062,729.239990234375,729.6599731445312,734.1900024414062,0.0,734.1900024414062
1997-08-05,740.9099731445312,733.6599731445312,734.3699951171875,740.8599853515625,0.0,740.8599853515625
1997-08-06,745.6500244140625,739.6799926757812,740.0399780273438,745.6500244140625,0.0,745.6500244140625
1997-08-07,748.969970703125,743.4000244140625,746.3800048828125,745.3499755859375,0.0,745.3499755859375
1997-08-08,752.010009765625,745.9099731445312,745.969970703125,752.010009765625,0.0,752.010009765625
1997-08-11,766.47998046875,762.3599853515625,762.77001953125,765.0700073242188,0.0,765.0700073242188
1997-08-12,766.7000122070312,761.7999877929688,766.260009765625,762.02001953125,0.0,762.02001953125
1997-08-13,766.52001953125,760.9400024414062,762.989990234375,762.72998046875,0.0,762.72998046875
1997-08-14,762.780029296875,753.6599731445312,762.780029296875,755.780029296875,0.0,755.780029296875
1997-08-18,749.4400024414062,745.3699951171875,747.8400268554688,747.2899780273438,0.0,747.2899780273438
1997-08-19,747.4500122070312,737.5399780273438,746.4600219726562,741.2899780273438,0.0,741.2899780273438
1997-08-20,749.3099975585938,735.3699951171875,741.1599731445312,746.22998046875,0.0,746.22998046875
1997-08-21,746.6900024414062,739.4199829101562,745.75,739.469970703125,0.0,739.469970703125
1997-08-22,742.280029296875,729.719970703125,738.9199829101562,736.6199951171875,0.0,736.6199951171875
1997-08-25,746.989990234375,739.989990234375,744.0399780273438,741.760009765625,0.0,741.760009765625
1997-08-26,740.77001953125,731.5499877929688,740.77001953125,734.030029296875,0.0,734.030029296875
1997-08-27,735.72998046875,730.239990234375,732.5499877929688,730.280029296875,0.0,730.280029296875
1997-08-28,731.3599853515625,716.5999755859375,729.8599853515625,716.8599853515625,0.0,716.8599853515625
1997-08-29,718.6099853515625,704.27001953125,714.969970703125,704.27001953125,0.0,704.27001953125
1997-09-01,697.3800048828125,682.0999755859375,691.7999877929688,682.2000122070312,0.0,682.2000122070312
1997-09-02,688.780029296875,671.0900268554688,679.0900268554688,688.780029296875,0.0,688.780029296875
1997-09-03,697.4400024414062,687.3300170898438,690.72998046875,688.6300048828125,0.0,688.6300048828125
1997-09-04,690.1900024414062,682.219970703125,687.3699951171875,687.989990234375,0.0,687.989990234375
1997-09-05,701.3599853515625,686.989990234375,688.0399780273438,700.9199829101562,0.0,700.9199829101562
1997-09-08,703.6500244140625,696.0499877929688,703.4600219726562,697.97998046875,0.0,697.97998046875
1997-09-09,694.8300170898438,687.75,694.8300170898438,688.969970703125,0.0,688.969970703125
1997-09-10,691.6199951171875,685.6500244140625,687.52001953125,691.6199951171875,0.0,691.6199951171875
1997-09-11,695.3699951171875,687.6900024414062,690.5,695.3699951171875,0.0,695.3699951171875
1997-09-12,699.75,693.6099853515625,694.469970703125,699.3300170898438,0.0,699.3300170898438
1997-09-18,705.2000122070312,700.8099975585938,700.8099975585938,701.3900146484375,0.0,701.3900146484375
1997-09-19,700.5700073242188,689.1599731445312,700.5700073242188,689.1599731445312,0.0,689.1599731445312
1997-09-22,682.22998046875,666.9500122070312,678.77001953125,668.4500122070312,0.0,668.4500122070312
1997-09-23,666.5599975585938,654.3699951171875,666.5599975585938,654.3699951171875,0.0,654.3699951171875
1997-09-24,658.5800170898438,645.469970703125,653.2999877929688,655.75,0.0,655.75
1997-09-25,658.780029296875,643.3099975585938,655.219970703125,647.0,0.0,647.0
1997-09-26,645.9600219726562,637.2899780273438,644.3800048828125,638.260009765625,0.0,638.260009765625
1997-09-29,633.02001953125,622.030029296875,625.4400024414062,625.0700073242188,0.0,625.0700073242188
1997-09-30,647.1099853515625,623.3099975585938,623.9299926757812,647.1099853515625,0.0,647.1099853515625
1997-10-01,654.0499877929688,644.9199829101562,646.8599853515625,644.9199829101562,0.0,644.9199829101562
1997-10-02,647.7000122070312,633.7000122070312,644.4400024414062,636.6500244140625,0.0,636.6500244140625
1997-10-06,655.0399780273438,644.1300048828125,644.6799926757812,644.2100219726562,0.0,644.2100219726562
1997-10-07,642.25,629.4600219726562,642.25,630.030029296875,0.0,630.030029296875
1997-10-08,627.7999877929688,610.1900024414062,627.6799926757812,610.4400024414062,0.0,610.4400024414062
1997-10-09,616.5399780273438,601.1300048828125,607.489990234375,609.3599853515625,0.0,609.3599853515625
1997-10-10,616.97998046875,607.3900146484375,612.8200073242188,609.8400268554688,0.0,609.8400268554688
1997-10-13,619.3400268554688,611.8300170898438,618.219970703125,613.0,0.0,613.0
1997-10-14,627.3300170898438,617.22998046875,619.6699829101562,620.6799926757812,0.0,620.6799926757812
1997-10-15,621.510009765625,602.8200073242188,621.5,604.739990234375,0.0,604.739990234375
1997-10-16,598.1300048828125,573.4299926757812,598.1300048828125,579.25,0.0,579.25
1997-10-17,592.8400268554688,564.469970703125,577.8699951171875,585.489990234375,0.0,585.489990234375
1997-10-20,585.4000244140625,561.0,584.5900268554688,565.6400146484375,0.0,565.6400146484375
1997-10-21,582.8499755859375,554.5800170898438,559.77001953125,566.8499755859375,0.0,566.8499755859375
1997-10-22,601.9299926757812,569.469970703125,569.469970703125,601.3200073242188,0.0,601.3200073242188
1997-10-23,614.6199951171875,593.9600219726562,602.989990234375,604.0599975585938,0.0,604.0599975585938
1997-10-24,596.3300170898438,569.7999877929688,596.3300170898438,570.9099731445312,0.0,570.9099731445312
1997-10-27,557.5700073242188,529.1199951171875,549.3099975585938,530.469970703125,0.0,530.469970703125
1997-10-28,522.3900146484375,492.29998779296875,522.3900146484375,495.2799987792969,0.0,495.2799987792969
1997-10-29,519.0700073242188,486.6400146484375,500.04998779296875,506.6400146484375,0.0,506.6400146484375
1997-10-30,502.19000244140625,480.5400085449219,499.6499938964844,485.0799865722656,0.0,485.0799865722656
1997-10-31,476.94000244140625,462.8299865722656,476.0799865722656,470.7900085449219,0.0,470.7900085449219
1997-11-03,517.6799926757812,487.6700134277344,497.1099853515625,511.6600036621094,0.0,511.6600036621094
1997-11-04,542.8599853515625,514.0800170898438,514.0800170898438,542.1300048828125,0.0,542.1300048828125
1997-11-05,565.1599731445312,546.2999877929688,547.3300170898438,555.739990234375,0.0,555.739990234375
1997-11-06,558.25,544.530029296875,555.2100219726562,553.8699951171875,0.0,553.8699951171875
1997-11-07,554.739990234375,514.9400024414062,554.3800048828125,515.6300048828125,0.0,515.6300048828125
1997-11-10,526.5999755859375,501.45001220703125,501.45001220703125,525.3200073242188,0.0,525.3200073242188
1997-11-11,537.9500122070312,509.42999267578125,521.6199951171875,522.1099853515625,0.0,522.1099853515625
1997-11-12,521.3300170898438,507.2200012207031,521.3300170898438,517.489990234375,0.0,517.489990234375
1997-11-13,529.780029296875,515.5700073242188,521.4600219726562,519.469970703125,0.0,519.469970703125
1997-11-14,522.760009765625,509.5299987792969,519.1400146484375,520.010009765625,0.0,520.010009765625
1997-11-17,526.1199951171875,495.4100036621094,517.6500244140625,496.9800109863281,0.0,496.9800109863281
1997-11-18,500.489990234375,476.29998779296875,489.69000244140625,494.6600036621094,0.0,494.6600036621094
